id_day,date,description,death_date,description_lower
16,2024-01-10,"Em Lorenzana, na Lucânia, na actual Basilicata, região da Itália, o Beato Egídio (Bernardino di Bello), religioso da Ordem dos Frades Menores, que viveu recluso numa gruta.",(† 1518),"em lorenzana, na lucânia, na actual basilicata, região da itália, o beato egídio (bernardino di bello), religioso da ordem dos frades menores, que viveu recluso numa gruta."
17,2024-01-10,"Em Arequipa, no Peru, a Beata Ana dos Anjos Monteagudo , virgem da Ordem dos Pregadores, que com o dom do conselho e da profecia promoveu o bem de toda a cidade.",(† 1686),"em arequipa, no peru, a beata ana dos anjos monteagudo , virgem da ordem dos pregadores, que com o dom do conselho e da profecia promoveu o bem de toda a cidade."
18,2024-01-10,"Em Perúgia, na Itália, Santa Francisca de Sales (Leónia) Aviat , virgem, que se dedicou com amor materno e generosa solicitude à promoção da juventude e instituiu as Oblatas de São Francisco de Sales.",(† 1914),"em perúgia, na itália, santa francisca de sales (leónia) aviat , virgem, que se dedicou com amor materno e generosa solicitude à promoção da juventude e instituiu as oblatas de são francisco de sales."
19,2024-01-10,"Em Madrid, na Espanha, a Beata Maria das Dores Rodríguez Sopeña , virgem, a qual, dando eminente testemunho de caridade cristã, se aproximou dos mais abandonados da sociedade do seu tempo, especialmente nos subúrbios das grandes cidades, e fundou o Instituto das Damas Catequistas e a Obra da Doutrina, para anunciar o Evangelho e promover os pobres e os operários nas questões sociais.",(† 1918),"em madrid, na espanha, a beata maria das dores rodríguez sopeña , virgem, a qual, dando eminente testemunho de caridade cristã, se aproximou dos mais abandonados da sociedade do seu tempo, especialmente nos subúrbios das grandes cidades, e fundou o instituto das damas catequistas e a obra da doutrina, para anunciar o evangelho e promover os pobres e os operários nas questões sociais."
1,2024-01-11,"Em Roma, Santo Higino , papa, o oitavo a ocupar a Cátedra de São Pedro.",(† 142),"em roma, santo higino , papa, o oitavo a ocupar a cátedra de são pedro."
2,2024-01-11,"Na África Setentrional, São Sálvio , mártir, em cuja festa Santo Agostinho fez um sermão ao povo de Cartago.",(† c. s. III),"na áfrica setentrional, são sálvio , mártir, em cuja festa santo agostinho fez um sermão ao povo de cartago."
3,2024-01-11,"Em Tigava, na Mauritânia, na actual Argélia, São Tipásio , mártir, que, chamado ao exército como soldado veterano, por se ter recusado a sacrificar aos deuses foi degolado.",(† 297/298),"em tigava, na mauritânia, na actual argélia, são tipásio , mártir, que, chamado ao exército como soldado veterano, por se ter recusado a sacrificar aos deuses foi degolado."
4,2024-01-11,"Em Cesareia da Palestina, São Pedro , denominado Apselamo ou Bálsamo , mártir, que, no tempo do imperador Maximino, instado repetidamente pelo governador e por todos os circunstantes a que poupasse a sua juventude, não atendeu a tais exortações e, abrasado no fogo como ouro puríssimo, deu corajoso testemunho da sua fé em Cristo.",(† 309),"em cesareia da palestina, são pedro , denominado apselamo ou bálsamo , mártir, que, no tempo do imperador maximino, instado repetidamente pelo governador e por todos os circunstantes a que poupasse a sua juventude, não atendeu a tais exortações e, abrasado no fogo como ouro puríssimo, deu corajoso testemunho da sua fé em cristo."
5,2024-01-11,"Em Brindes, na Apúlia, região da Itália, São Lêucio , venerado como o primeiro bispo desta cidade.",(† s. IV),"em brindes, na apúlia, região da itália, são lêucio , venerado como o primeiro bispo desta cidade."
6,2024-01-11,"Em Pavia, na Ligúria, igualmente região da Itália, a trasladação de Santa Honorata , virgem consagrada a Deus, irmã de Santo Epifânio, bispo.",(† s. V),"em pavia, na ligúria, igualmente região da itália, a trasladação de santa honorata , virgem consagrada a deus, irmã de santo epifânio, bispo."
7,2024-01-11,"Num ermo da Judeia, São Teodósio , cenobiarca, amigo de São Sabas, que após longo tempo de vida solitária, acolheu muitos discípulos e praticou vida comunitária nos mosteiros por ele construídos, até que, depois de ter passado muitas tribulações pela defesa da fé católica, já centenário descansou na paz de Cristo.",(† 529),"num ermo da judeia, são teodósio , cenobiarca, amigo de são sabas, que após longo tempo de vida solitária, acolheu muitos discípulos e praticou vida comunitária nos mosteiros por ele construídos, até que, depois de ter passado muitas tribulações pela defesa da fé católica, já centenário descansou na paz de cristo."
8,2024-01-11,"Em Cividale del Friúli, na Venécia, região da Itália, São Paulino , bispo de Aquileia, que se empenhou na conversão dos Ávaros e dos Eslovenos e dedicou ao rei Carlos Magno um célebre poema sobre a Regra da fé.",(† 802),"em cividale del friúli, na venécia, região da itália, são paulino , bispo de aquileia, que se empenhou na conversão dos ávaros e dos eslovenos e dedicou ao rei carlos magno um célebre poema sobre a regra da fé."
9,2024-01-11,"Em Catânia, na Sicília, também região da Itália, o Beato Bernardo Scammaca , presbítero da Ordem dos Pregadores, que se distinguiu especialmente pelas suas obras de misericórdia em favor dos pobres e dos enfermos.",(† 1487),"em catânia, na sicília, também região da itália, o beato bernardo scammaca , presbítero da ordem dos pregadores, que se distinguiu especialmente pelas suas obras de misericórdia em favor dos pobres e dos enfermos."
10,2024-01-11,"Em Londres, na Inglaterra, o Beato Guilherme Carter , mártir, que era homem casado e, no tempo da rainha Isabel I, por ter publicado um tratado sobre o cisma, foi suspenso na forca de Tyburn e cruelmente dilacerado.",(† 1584),"em londres, na inglaterra, o beato guilherme carter , mártir, que era homem casado e, no tempo da rainha isabel i, por ter publicado um tratado sobre o cisma, foi suspenso na forca de tyburn e cruelmente dilacerado."
11,2024-01-11,"Em Yatsushiro, no Japão, os beatos João Hattori Jingoro e seu filho Pedro Hattori , juntamente com Miguel Mitsuishi e seu filho Tomé Mitsuishi , mártires.",(† 1609),"em yatsushiro, no japão, os beatos joão hattori jingoro e seu filho pedro hattori , juntamente com miguel mitsuishi e seu filho tomé mitsuishi , mártires."
12,2024-01-11,"Em Bélegra, localidade do Lácio, região da Itália, São Tomás de Córi (Francisco António Plácido), presbítero da Ordem dos Frades Menores, célebre pela sua pregação e vida austera e também pela fundação de ermitérios.",(† 1729),"em bélegra, localidade do lácio, região da itália, são tomás de córi (francisco antónio plácido), presbítero da ordem dos frades menores, célebre pela sua pregação e vida austera e também pela fundação de ermitérios."
13,2024-01-11,"♦. Em Talarn, localidade próxima de Lérida, na Espanha, Ana Maria Janer Anglarill , virgem, fundadora do Instituto das Irmãs da Sagrada Família de Urgell.",(† 1885),"♦. em talarn, localidade próxima de lérida, na espanha, ana maria janer anglarill , virgem, fundadora do instituto das irmãs da sagrada família de urgell."
14,2024-01-11,"Perto de Gdansk, na Polónia, o Beato Francisco Rogaczewski , presbítero e mártir, que, durante a ocupação da Polónia por um regime hostil a Deus, foi fuzilado e morreu pela fé.",(† 1940),"perto de gdansk, na polónia, o beato francisco rogaczewski , presbítero e mártir, que, durante a ocupação da polónia por um regime hostil a deus, foi fuzilado e morreu pela fé."
1,2024-01-12,"Em Cesareia da Mauritânia, na Argélia, Santo Arcádio , mártir, que durante a perseguição se retirou num refúgio, mas, quando um seu familiar foi detido em seu lugar, apresentou-se espontaneamente ao juiz e, negando-se a sacrificar aos deuses, depois de sofrer atrozes suplícios, consumou o seu martírio.",(† c. 304),"em cesareia da mauritânia, na argélia, santo arcádio , mártir, que durante a perseguição se retirou num refúgio, mas, quando um seu familiar foi detido em seu lugar, apresentou-se espontaneamente ao juiz e, negando-se a sacrificar aos deuses, depois de sofrer atrozes suplícios, consumou o seu martírio."
2,2024-01-12,"Em Constantinopla, na Turquia, os santos Tígrio , presbítero, e Eutrópio , leitor, que, no tempo do imperador Arcádio, falsamente acusados de terem provocado o incêndio que consumiu o templo principal e a cúria do senado para vingar o exílio infligido a São João Crisóstomo, sofreram o martírio por ordem do prefeito da cidade Optato, seguidor do culto supersticioso dos falsos deuses e inimigo da religião cristã.",(† 406),"em constantinopla, na turquia, os santos tígrio , presbítero, e eutrópio , leitor, que, no tempo do imperador arcádio, falsamente acusados de terem provocado o incêndio que consumiu o templo principal e a cúria do senado para vingar o exílio infligido a são joão crisóstomo, sofreram o martírio por ordem do prefeito da cidade optato, seguidor do culto supersticioso dos falsos deuses e inimigo da religião cristã."
3,2024-01-12,"Em Arles, na Provença, região da Gália, na actual França, Santa Cesária , abadessa, irmã de São Cesário, bispo, que escreveu para ela e suas irmãs uma Regra das santas virgens.",(† c. 529),"em arles, na provença, região da gália, na actual frança, santa cesária , abadessa, irmã de são cesário, bispo, que escreveu para ela e suas irmãs uma regra das santas virgens."
4,2024-01-12,"Em Grenoble, na Borgonha, também na actual França, São Ferréolo , bispo e mártir, que foi assassinado por ímpios sicários quando pregava ao povo.",(† c. 659),"em grenoble, na borgonha, também na actual frança, são ferréolo , bispo e mártir, que foi assassinado por ímpios sicários quando pregava ao povo."
5,2024-01-12,"Em Wearmouth, na Nortúmbria, na actual Inglaterra, São Bento Biscop , abade, que, tendo peregrinado cinco vezes a Roma, de lá trouxe para a sua pátria mestres e muitos livros, para que os monges reunidos na clausura do mosteiro sob a Regra de São Bento adquirissem melhor conhecimento na ciência do amor de Cristo em benefício da Igreja.",(† c. 690),"em wearmouth, na nortúmbria, na actual inglaterra, são bento biscop , abade, que, tendo peregrinado cinco vezes a roma, de lá trouxe para a sua pátria mestres e muitos livros, para que os monges reunidos na clausura do mosteiro sob a regra de são bento adquirissem melhor conhecimento na ciência do amor de cristo em benefício da igreja."
6,2024-01-12,"No mosteiro de Rievaulx, também na região da Nortúmbria, Santo Elredo , abade, que, educado na corte do rei da Escócia, entrou na Ordem de Cister e, tornando-se mestre exímio da vida monástica, promoveu com suma diligência e amabilidade, por meio das suas acções e escritos, a vida espiritual e a amizade em Cristo.",(† c. 1166),"no mosteiro de rievaulx, também na região da nortúmbria, santo elredo , abade, que, educado na corte do rei da escócia, entrou na ordem de cister e, tornando-se mestre exímio da vida monástica, promoveu com suma diligência e amabilidade, por meio das suas acções e escritos, a vida espiritual e a amizade em cristo."
7,2024-01-12,"Em Leão, na Espanha, São Martinho da Santa Cruz , presbítero e cónego regular, que foi mestre insigne da Sagrada Escritura.",(† 1203),"em leão, na espanha, são martinho da santa cruz , presbítero e cónego regular, que foi mestre insigne da sagrada escritura."
8,2024-01-12,"Em Okusanbara, no Japão, os beatos Luís Amagasu Iemon e seu filho Vicente Kurogane Ichibiyoe , Miguel Amagasu Iemon , sua esposa Domingas Amagasu e sua filha Justa Amagasu , e companheiros [1] , mártires. [1] São estes os seus nomes: Tecla Kurogane, Luzia Kurogane, Maria Ito, Marina Ito Chobo, Pedro Ito Yahyoe, Matias Ito Hikosuke, Timóteo Obasama Jirobyoe, Luzia Obasama, João Gorobyoe, Joaquim Saburobyoe, João Banzai Kasue, Âurea Banzai, António Banzai Orusu, Paulo Sanjuro, Rufina Banzai e seus filhos Paulo e Marta, Simão Takahashi Seizaemon, Tecla Takahashi, Paulo Nishihori Shikibu, Luís Jin’emon e sua filha Ana, Mâncio Yoshino Han’emon, Júlia Yoshino, António Anazawa Han’emon, Paulo Anazawa Juzaburo, André Yamamoto Shichiemon, Inácio Iida Soemon, João Arie Kiemon, Pedro Arie Jinzo, Aleixo Sato Seisuke, Luzia Sato, Isabel Sato, Paulo Sato Matagoro, (N) Shichizaemon, Madalena, duas filhas de Shichizaemon e Madalena.",(† 1629),"em okusanbara, no japão, os beatos luís amagasu iemon e seu filho vicente kurogane ichibiyoe , miguel amagasu iemon , sua esposa domingas amagasu e sua filha justa amagasu , e companheiros [1] , mártires. [1] são estes os seus nomes: tecla kurogane, luzia kurogane, maria ito, marina ito chobo, pedro ito yahyoe, matias ito hikosuke, timóteo obasama jirobyoe, luzia obasama, joão gorobyoe, joaquim saburobyoe, joão banzai kasue, âurea banzai, antónio banzai orusu, paulo sanjuro, rufina banzai e seus filhos paulo e marta, simão takahashi seizaemon, tecla takahashi, paulo nishihori shikibu, luís jin’emon e sua filha ana, mâncio yoshino han’emon, júlia yoshino, antónio anazawa han’emon, paulo anazawa juzaburo, andré yamamoto shichiemon, inácio iida soemon, joão arie kiemon, pedro arie jinzo, aleixo sato seisuke, luzia sato, isabel sato, paulo sato matagoro, (n) shichizaemon, madalena, duas filhas de shichizaemon e madalena."
9,2024-01-12,"Em Nukayama, no Japão, os beatos Luzia Iida , Crescência Anazawa , Romão Anazawa Matsujiro , Miguel Anazawa Osamu , Maria Yamamoto , Úrsula Yamamoto e Madalena Arie , mártires.",(† 1629),"em nukayama, no japão, os beatos luzia iida , crescência anazawa , romão anazawa matsujiro , miguel anazawa osamu , maria yamamoto , úrsula yamamoto e madalena arie , mártires."
10,2024-01-12,"Em Hanazawa, no Japão, os beatos Aleixo Choemon e seus filhos Cândido e Inácio , mártires.",(† 1629),"em hanazawa, no japão, os beatos aleixo choemon e seus filhos cândido e inácio , mártires."
11,2024-01-12,"Em Palermo, na Sicília, região da Itália, São Bernardo de Corleone , da Ordem dos Frades Menores Capuchinhos, insigne pela sua admirável caridade e penitência.",(† 1667),"em palermo, na sicília, região da itália, são bernardo de corleone , da ordem dos frades menores capuchinhos, insigne pela sua admirável caridade e penitência."
12,2024-01-12,"Em Montréal, no Quebec, região do Canadá, Santa Margarida Bourgeoys , virgem, que prestou todo o género de auxílio aos colonos e aos soldados e se dedicou com todas as suas forças à formação das jovens cristãs, para as quais fundou a Congregação das Irmãs de Nossa Senhora.",(† 1700),"em montréal, no quebec, região do canadá, santa margarida bourgeoys , virgem, que prestou todo o género de auxílio aos colonos e aos soldados e se dedicou com todas as suas forças à formação das jovens cristãs, para as quais fundou a congregação das irmãs de nossa senhora."
13,2024-01-12,"Em Avrillé, perto de Angers, na França, o Beato António Fournier , mártir, que era artesão e durante a Revolução Francesa foi fuzilado por causa da sua fidelidade à Igreja.",(† 1794),"em avrillé, perto de angers, na frança, o beato antónio fournier , mártir, que era artesão e durante a revolução francesa foi fuzilado por causa da sua fidelidade à igreja."
14,2024-01-12,"Em Caen, também na França, o Beato Pedro Francisco Jamet , presbítero, que prestou toda a assistência possível às religiosas Filhas do Bom Salvador, quer durante o tempo da grande revolução quer depois da restituição da paz à Igreja.",(† 1845),"em caen, também na frança, o beato pedro francisco jamet , presbítero, que prestou toda a assistência possível às religiosas filhas do bom salvador, quer durante o tempo da grande revolução quer depois da restituição da paz à igreja."
15,2024-01-12,"Em Viaréggio, na Itália, Santo António Maria Púcci , presbítero da Ordem dos Servos de Maria, que, sendo pároco durante quase cinquenta anos, se empenhou especialmente em prestar auxílio às crianças pobres e enfermas.",(† 1892),"em viaréggio, na itália, santo antónio maria púcci , presbítero da ordem dos servos de maria, que, sendo pároco durante quase cinquenta anos, se empenhou especialmente em prestar auxílio às crianças pobres e enfermas."
16,2024-01-12,"Em Tomhom, localidade próxima de Bangkok, na Tailândia, o Beato Nicolau Bunkerd Kitbamrung , presbítero e mártir, exímio pregador do Evangelho, que, encarcerado no tempo da perseguição contra a Igreja e contraindo a tuberculose na assistência aos enfermos, teve morte gloriosa.",(† 1944),"em tomhom, localidade próxima de bangkok, na tailândia, o beato nicolau bunkerd kitbamrung , presbítero e mártir, exímio pregador do evangelho, que, encarcerado no tempo da perseguição contra a igreja e contraindo a tuberculose na assistência aos enfermos, teve morte gloriosa."
1,2024-01-13,"Santo Hilário , bispo e doutor da Igreja, que, elevado à sede episcopal de Poitiers, na Aquitânia, região da actual França, defendeu energicamente a fé nicena sobre a Trindade e sobre a divindade de Cristo, no tempo do imperador Constâncio, adepto da heresia ariana, sendo por isso relegado quatro anos para a Frígia. Compôs também célebres comentários sobre os Salmos e sobre o Evangelho de São Mateus.",(† 367),"santo hilário , bispo e doutor da igreja, que, elevado à sede episcopal de poitiers, na aquitânia, região da actual frança, defendeu energicamente a fé nicena sobre a trindade e sobre a divindade de cristo, no tempo do imperador constâncio, adepto da heresia ariana, sendo por isso relegado quatro anos para a frígia. compôs também célebres comentários sobre os salmos e sobre o evangelho de são mateus."
2,2024-01-13,"Em Belgrado, na Mésia, na actual Sérvia, os santos Hermílio e Estratónico , mártires, que, no tempo do imperador Licínio, depois de cruéis torturas, foram afogados no rio Danúbio.",(† c. 310),"em belgrado, na mésia, na actual sérvia, os santos hermílio e estratónico , mártires, que, no tempo do imperador licínio, depois de cruéis torturas, foram afogados no rio danúbio."
3,2024-01-13,"Em Tréveris, na Gália Bélgica, actualmente na Alemanha, Santo Agrício , bispo, que converteu em igreja o palácio que lhe doou Santa Helena.",(† c. 330),"em tréveris, na gália bélgica, actualmente na alemanha, santo agrício , bispo, que converteu em igreja o palácio que lhe doou santa helena."
4,2024-01-13,"Em Reims, também na Gália Bélgica, actualmente na França, o sepultamento de São Remígio , bispo, que, depois de ter iniciado o rei Clóvis na fonte sagrada do Baptismo e nos sacramentos da fé, converteu a Cristo o povo dos Francos e, completados mais de setenta anos de episcopado, partiu desta vida com grande fama de santidade.",(† c. 530),"em reims, também na gália bélgica, actualmente na frança, o sepultamento de são remígio , bispo, que, depois de ter iniciado o rei clóvis na fonte sagrada do baptismo e nos sacramentos da fé, converteu a cristo o povo dos francos e, completados mais de setenta anos de episcopado, partiu desta vida com grande fama de santidade."
5,2024-01-13,"Em Glasgow, na Escócia, São Kentigerno , presbítero e abade, que estabeleceu nesta cidade a sua sede e de quem se conta que formou uma grande comunidade de monges para viverem segundo o modelo da Igreja nascente.",(† 603/612),"em glasgow, na escócia, são kentigerno , presbítero e abade, que estabeleceu nesta cidade a sua sede e de quem se conta que formou uma grande comunidade de monges para viverem segundo o modelo da igreja nascente."
6,2024-01-13,"Em Capitolíades, na Batânia, São Pedro , presbítero e mártir, que, tendo sido acusado a Walid, príncipe dos Sarracenos, de que ensinava publicamente pelas ruas a fé de Cristo, foi amputado dos pés, das mãos e da língua e, pregado numa cruz, consumou o martírio que tão ardentemente desejava.",(† 713),"em capitolíades, na batânia, são pedro , presbítero e mártir, que, tendo sido acusado a walid, príncipe dos sarracenos, de que ensinava publicamente pelas ruas a fé de cristo, foi amputado dos pés, das mãos e da língua e, pregado numa cruz, consumou o martírio que tão ardentemente desejava."
7,2024-01-13,"Em Córdova, cidade da Andaluzia, região da Espanha, São Gumesindo , presbítero, e São Servideu , monge, que, declarando-se cristãos perante os príncipes e juízes dos Mouros, morreram pela fé em Cristo.",(† 852),"em córdova, cidade da andaluzia, região da espanha, são gumesindo , presbítero, e são servideu , monge, que, declarando-se cristãos perante os príncipes e juízes dos mouros, morreram pela fé em cristo."
8,2024-01-13,"No mosteiro de Ilbenstadt, na Alemanha, São Godofredo , que, abandonando o bem estar que lhe proporcionava a condição de conde de Kappenberg, decidiu transformar o seu próprio castelo num mosteiro e, tomando o hábito premonstratense, se dedicou infatigavelmente a socorrer os indigentes e os enfermos.",(† 1127),"no mosteiro de ilbenstadt, na alemanha, são godofredo , que, abandonando o bem estar que lhe proporcionava a condição de conde de kappenberg, decidiu transformar o seu próprio castelo num mosteiro e, tomando o hábito premonstratense, se dedicou infatigavelmente a socorrer os indigentes e os enfermos."
9,2024-01-13,"Perto de Huy, na região de Liège, na Bélgica, a Beata Ivete , viúva, que se dedicou ao cuidado dos leprosos e finalmente viveu reclusa numa cela perto deles.",(† 1228),"perto de huy, na região de liège, na bélgica, a beata ivete , viúva, que se dedicou ao cuidado dos leprosos e finalmente viveu reclusa numa cela perto deles."
10,2024-01-13,"Em Milão, na Lombardia, região da Itália, a Beata Verónica Negróni de Binasco , virgem, que entrou no mosteiro de Santa Marta sob a Regra de Santo Agostinho, onde se consagrou profundamente à contemplação.",(† 1497),"em milão, na lombardia, região da itália, a beata verónica negróni de binasco , virgem, que entrou no mosteiro de santa marta sob a regra de santo agostinho, onde se consagrou profundamente à contemplação."
11,2024-01-13,"Em Nam Dinh, cidade do Tonquim, no actual Vietnam, os santos Domingos Pham Trong (Án) Kham , Lucas (Cai) Thin , seu filho, e José Pham Trong (Cai) Tá , os quais, sob o governo do imperador Tu Duc, preferiram sofrer os tormentos e a morte do que calcar a cruz.",(† 1859),"em nam dinh, cidade do tonquim, no actual vietnam, os santos domingos pham trong (án) kham , lucas (cai) thin , seu filho, e josé pham trong (cai) tá , os quais, sob o governo do imperador tu duc, preferiram sofrer os tormentos e a morte do que calcar a cruz."
12,2024-01-13,"Em Casillas de Martos, perto de Jaén, na Espanha, a Beata Francisca da Encarnação (Maria Francisca Espejo y Martos), monja da Ordem da Santíssima Trindade e mártir, que mereceu associar-se às núpcias eternas com seu Esposo, Jesus Cristo.",(† 1937),"em casillas de martos, perto de jaén, na espanha, a beata francisca da encarnação (maria francisca espejo y martos), monja da ordem da santíssima trindade e mártir, que mereceu associar-se às núpcias eternas com seu esposo, jesus cristo."
13,2024-01-13,"No campo de concentração de Dachau, perto de Munique, na Baviera, região da Alemanha, o beato Emílio Szramek , presbítero e mártir, natural da Polónia, que, durante a guerra, foi desumanamente deportado para este campo, onde sofreu atrozes tormentos e morreu por defender perante os perseguidores a fé em Cristo.",(† 1942),"no campo de concentração de dachau, perto de munique, na baviera, região da alemanha, o beato emílio szramek , presbítero e mártir, natural da polónia, que, durante a guerra, foi desumanamente deportado para este campo, onde sofreu atrozes tormentos e morreu por defender perante os perseguidores a fé em cristo."
1,2024-01-14,"Comemoração de São Potito , mártir, que, depois de padecer muitos tormentos em Sárdica, na Dácia, na Bulgária, conta-se que alcançou a glória do martírio ao fio da espada.",(† data inc.),"comemoração de são potito , mártir, que, depois de padecer muitos tormentos em sárdica, na dácia, na bulgária, conta-se que alcançou a glória do martírio ao fio da espada."
2,2024-01-14,"Em Antioquia, na Síria, na Turquia, São Glicério , diácono e mártir.",(† data inc.),"em antioquia, na síria, na turquia, são glicério , diácono e mártir."
3,2024-01-14,"Em Nola, na Campânia, região da Itália, São Félix , presbítero, que, como refere São Paulino, durante o furor da perseguição sofreu no cárcere crudelíssimos tormentos. Depois de restabelecida a paz, regressou à sua terra e perseverou na pobreza até à sua velhice, morrendo como invencível confessor da fé.",(† s. III/IV),"em nola, na campânia, região da itália, são félix , presbítero, que, como refere são paulino, durante o furor da perseguição sofreu no cárcere crudelíssimos tormentos. depois de restabelecida a paz, regressou à sua terra e perseverou na pobreza até à sua velhice, morrendo como invencível confessor da fé."
4,2024-01-14,"Comemoração dos santos monges que no monte Sinai e em Rahiti, no Egipto, foram mortos pela sua fé em Cristo.",(†. c. s. IV),"comemoração dos santos monges que no monte sinai e em rahiti, no egipto, foram mortos pela sua fé em cristo."
5,2024-01-14,"Na região dos Iberos, além do Mar Negro, na actual Geórgia, Santa Nino , prisioneira cristã, que pela grande santidade da sua vida conquistou a reverência e admiração de todos, de tal modo que a própria rainha, cujo filho foi curado graças às suas orações, o rei e toda a sua gente, aderiram à fé de Cristo.",(† s. IV),"na região dos iberos, além do mar negro, na actual geórgia, santa nino , prisioneira cristã, que pela grande santidade da sua vida conquistou a reverência e admiração de todos, de tal modo que a própria rainha, cujo filho foi curado graças às suas orações, o rei e toda a sua gente, aderiram à fé de cristo."
6,2024-01-14,"Em Gévaudan, na Gália, actualmente na França, São Firmino , bispo.",(† s. V),"em gévaudan, na gália, actualmente na frança, são firmino , bispo."
7,2024-01-14,"Em Arvena, na Aquitânia, na França, Santo Eufrásio , bispo, cuja hospitalidade é louvada por São Gregório de Tours.",(† 515/516),"em arvena, na aquitânia, na frança, santo eufrásio , bispo, cuja hospitalidade é louvada por são gregório de tours."
8,2024-01-14,"Em Milão, na Ligúria, actualmente na Lombardia, região da Itália, o passamento de São Dácio , bispo, que na controvérsia dos “Três Capítulos” defendeu a opinião do papa Vigílio, a quem acompanhou em Constantinopla, onde morreu.",(† 552),"em milão, na ligúria, actualmente na lombardia, região da itália, o passamento de são dácio , bispo, que na controvérsia dos “três capítulos” defendeu a opinião do papa vigílio, a quem acompanhou em constantinopla, onde morreu."
9,2024-01-14,"Em Écija, na Bética, na actual Andaluzia, região da Espanha, São Fulgêncio , bispo, irmão dos santos Leandro, Isidoro e Florentina, a quem Santo Isidoro dedicou o tratado «Ofícios eclesiásticos», considerado o primeiro manual de Liturgia.",(† c. 632),"em écija, na bética, na actual andaluzia, região da espanha, são fulgêncio , bispo, irmão dos santos leandro, isidoro e florentina, a quem santo isidoro dedicou o tratado «ofícios eclesiásticos», considerado o primeiro manual de liturgia."
10,2024-01-14,"Em Tagliacozzo, nos Abruzos, região da Itália, o Beato Odão de Novara , presbítero da Ordem dos Cartuxos.",(† c. 1200),"em tagliacozzo, nos abruzos, região da itália, o beato odão de novara , presbítero da ordem dos cartuxos."
11,2024-01-14,"Em Údine, cidade da Venécia, no actual Friúli-Venézia Giúlia, região da Itália, o Beato Odorico Mattiuzzi de Pordenone , presbítero da Ordem dos Menores, que, percorrendo os territórios dos Tártaros, dos Indianos e dos Chineses até chegar a Kombalik, principal cidade da China, anunciou o Evangelho por toda a parte e conduziu muita gente à fé de Cristo.",(† 1331),"em údine, cidade da venécia, no actual friúli-venézia giúlia, região da itália, o beato odorico mattiuzzi de pordenone , presbítero da ordem dos menores, que, percorrendo os territórios dos tártaros, dos indianos e dos chineses até chegar a kombalik, principal cidade da china, anunciou o evangelho por toda a parte e conduziu muita gente à fé de cristo."
12,2024-01-14,"Em Aral Kurusady, na Índia, São Lázaro Pillai (Devasahayam Pillai), pai de família e mártir, que, durante a perseguição contra os cristãos no reino de Travancor, foi assassinado por se ter convertido do hinduismo ao catolicismo.",(† 1752),"em aral kurusady, na índia, são lázaro pillai (devasahayam pillai), pai de família e mártir, que, durante a perseguição contra os cristãos no reino de travancor, foi assassinado por se ter convertido do hinduismo ao catolicismo."
13,2024-01-14,"Em Batávia, no Surinam, o beato Pedro Donders , presbítero da Congregação do Santíssimo Redentor, que se dedicou com caridade incansável ao cuidado dos corpos e das almas dos leprosos.",(† 1887),"em batávia, no surinam, o beato pedro donders , presbítero da congregação do santíssimo redentor, que se dedicou com caridade incansável ao cuidado dos corpos e das almas dos leprosos."
14,2024-01-14,"Em Vercelas, no Piemonte, região da Itália, a Beata Afonsa Clérici , virgem da Congregação das Irmãs do Preciosíssimo Sangue, cujo apostolado se orientou especialmente para o ensino e educação da juventude.",(† 1930),"em vercelas, no piemonte, região da itália, a beata afonsa clérici , virgem da congregação das irmãs do preciosíssimo sangue, cujo apostolado se orientou especialmente para o ensino e educação da juventude."
1,2024-01-15,"Em Anágni, no Lácio, região da Itália, Santa Secundina , virgem e mártir.",(† data inc.),"em anágni, no lácio, região da itália, santa secundina , virgem e mártir."
2,2024-01-15,"Em Constantinopla, na Turquia, São João Calibita , que, segundo a tradição, durante algum tempo viveu num lugar afastado da sua casa paterna, depois numa «kalyba», isto é, numa cabana, totalmente entregue à contemplação e oculto aos seus próprios pais, que depois da sua morte só o reconheceram pelo códice dourado do Evangelho que tinham dado ao filho.",(† s. V),"em constantinopla, na turquia, são joão calibita , que, segundo a tradição, durante algum tempo viveu num lugar afastado da sua casa paterna, depois numa «kalyba», isto é, numa cabana, totalmente entregue à contemplação e oculto aos seus próprios pais, que depois da sua morte só o reconheceram pelo códice dourado do evangelho que tinham dado ao filho."
3,2024-01-15,"No mosteiro de Cluain Credal, na Irlanda, Santa Ida , virgem, fundadora deste mosteiro.",(† 570),"no mosteiro de cluain credal, na irlanda, santa ida , virgem, fundadora deste mosteiro."
4,2024-01-15,"Em Riéti, na Sabina, região da Itália, a comemoração de São Probo , bispo, de quem fez um elogio o papa São Gregório Magno.",(† c. 570),"em riéti, na sabina, região da itália, a comemoração de são probo , bispo, de quem fez um elogio o papa são gregório magno."
5,2024-01-15,"Em Glanfeuil, junto ao Loire, no território de Angers, na Gália, Santo Amaro , abade.",(† s. VI/VII),"em glanfeuil, junto ao loire, no território de angers, na gália, santo amaro , abade."
6,2024-01-15,"No território de Rodez, também na Gália, Santa Tarsícia , virgem e mártir.",(† s. VI/VII),"no território de rodez, também na gália, santa tarsícia , virgem e mártir."
7,2024-01-15,"Em Ham, no Brabante, na actual Holanda, Santo Ableberto ou Emeberto , bispo de Cambrai.",(† c. 645),"em ham, no brabante, na actual holanda, santo ableberto ou emeberto , bispo de cambrai."
