id_day,date,description,death_date,description_lower
2,2024-11-01,"Em Terracina, no litoral do Lácio, na actual Itália, São Cesário , mártir.",(† data inc.),"em terracina, no litoral do lácio, na actual itália, são cesário , mártir."
3,2024-11-01,"Em Dijon, na Gália Lionense, actualmente na França, São Benigno , que é venerado como presbítero e mártir.",(† data inc.),"em dijon, na gália lionense, actualmente na frança, são benigno , que é venerado como presbítero e mártir."
4,2024-11-01,"Em Arvena, na Aquitânia, na França, Santo Austremónio , bispo, que, segundo a tradição, pregou nesta cidade a palavra da salvação.",(† s. III),"em arvena, na aquitânia, na frança, santo austremónio , bispo, que, segundo a tradição, pregou nesta cidade a palavra da salvação."
5,2024-11-01,"Em Paris, na Gália Lionense, na hodierna França, São Marcelo , bispo.",(† s. IV f.),"em paris, na gália lionense, na hodierna frança, são marcelo , bispo."
6,2024-11-01,"No território de Bourges, na Aquitânia, também na hodierna França, São Rómulo , presbítero e abade.",(† s. V),"no território de bourges, na aquitânia, também na hodierna frança, são rómulo , presbítero e abade."
7,2024-11-01,"Em Tívoli, no Lácio, na actual Itália, São Severino , monge.",(† c. s. VI),"em tívoli, no lácio, na actual itália, são severino , monge."
8,2024-11-01,"Em Milão, na Lombardia, também na Itália, São Magno , bispo.",(† s. VI),"em milão, na lombardia, também na itália, são magno , bispo."
9,2024-11-01,"Em Bayeux, na Gália Lionense, São Vigor , bispo, que foi discípulo de São Vedasto.",(† a. 538),"em bayeux, na gália lionense, são vigor , bispo, que foi discípulo de são vedasto."
10,2024-11-01,"Em Angers, na Nêustria, também na hodierna França, São Licínio , bispo, a quem o papa São Gregório Magno encomendou alguns monges destinados para a Inglaterra.",(† c. 606),"em angers, na nêustria, também na hodierna frança, são licínio , bispo, a quem o papa são gregório magno encomendou alguns monges destinados para a inglaterra."
11,2024-11-01,"Em Larchant, cidade do Gatinais da Aquitânia, também na França, São Maturino , presbítero.",(† c. s. VII),"em larchant, cidade do gatinais da aquitânia, também na frança, são maturino , presbítero."
12,2024-11-01,"No território de Thérouanne, na Flandres, igualmente na hodierna França, Santo Audemaro , que, sendo discípulo de Santo Eustásio, abade de Luxeuil, foi eleito bispo dos Morinos e renovou nesta região a fé cristã.",(† c. 670),"no território de thérouanne, na flandres, igualmente na hodierna frança, santo audemaro , que, sendo discípulo de santo eustásio, abade de luxeuil, foi eleito bispo dos morinos e renovou nesta região a fé cristã."
13,2024-11-01,"Em Sansepolcro, na Úmbria, região da Itália, o Beato Rainério de Arezzo , religioso da Ordem dos Menores, admirável pela sua humildade, pobreza e paciência.",(† 1304),"em sansepolcro, na úmbria, região da itália, o beato rainério de arezzo , religioso da ordem dos menores, admirável pela sua humildade, pobreza e paciência."
14,2024-11-01,"Em Lisboa, cidade de Portugal, São Nuno de Santa Maria (Nuno Álvares Pereira), religioso da Ordem dos Carmelitas, cuja memória se celebra em Portugal no dia 6 de Novembro.",(† 1431),"em lisboa, cidade de portugal, são nuno de santa maria (nuno álvares pereira), religioso da ordem dos carmelitas, cuja memória se celebra em portugal no dia 6 de novembro."
15,2024-11-01,"Em Shimabara, no Japão, os beatos Pedro Paulo Navarro , presbítero, Dionísio Fujishima e Pedro Onizuka Sandayu , religiosos da Companhia de Jesus, e Clemente Kyuemon , mártires, que foram lançados na fogueira em ódio à fé cristã.",(† 1622),"em shimabara, no japão, os beatos pedro paulo navarro , presbítero, dionísio fujishima e pedro onizuka sandayu , religiosos da companhia de jesus, e clemente kyuemon , mártires, que foram lançados na fogueira em ódio à fé cristã."
16,2024-11-01,"Em Hai Duong, cidade do Tonquim, os santos mártires Jerónimo Hermosilla e Valentim Bérrio Ochoa , bispos, e Pedro Almató Ribeira , presbítero, da Ordem dos Pregadores, que foram decapitados por ordem do imperador Tu Duc.",(† 1861),"em hai duong, cidade do tonquim, os santos mártires jerónimo hermosilla e valentim bérrio ochoa , bispos, e pedro almató ribeira , presbítero, da ordem dos pregadores, que foram decapitados por ordem do imperador tu duc."
17,2024-11-01,"Em Munique, cidade da Baviera, na Alemanha, o Beato Ruperto Mayer , presbítero da Companhia de Jesus, zelosíssimo guia dos fiéis, grande protector dos pobres e dos operários e eminente pregador da palavra de Deus, que, perseguido pelo nefando regime nazi, foi deportado para um campo de concentração e depois internado num mosteiro, privado de toda a comunicação com os fiéis.",(† 1945),"em munique, cidade da baviera, na alemanha, o beato ruperto mayer , presbítero da companhia de jesus, zelosíssimo guia dos fiéis, grande protector dos pobres e dos operários e eminente pregador da palavra de deus, que, perseguido pelo nefando regime nazi, foi deportado para um campo de concentração e depois internado num mosteiro, privado de toda a comunicação com os fiéis."
18,2024-11-01,"Em Mukacevo, cidade da Ucrânia, o Beato Teodoro Jorge Romzsa , bispo e mártir, que, em tempo de perseguição contra a fé cristã, pela sua indefectível fidelidade à Igreja mereceu alcançar a palma gloriosa.",(† 1947),"em mukacevo, cidade da ucrânia, o beato teodoro jorge romzsa , bispo e mártir, que, em tempo de perseguição contra a fé cristã, pela sua indefectível fidelidade à igreja mereceu alcançar a palma gloriosa."
1,2024-11-02,"Comemoração de Todos os Fiéis Defuntos , na qual a Igreja, Mãe piedosa, depois da sua solicitude em celebrar com os devidos louvores todos os seus filhos que se alegram no Céu, quer interceder diante de Deus pelas almas de todos os que nos precederam marcados com o sinal da fé e agora dormem na esperança da ressurreição, bem como por todos os defuntos desde o princípio do mundo cuja fé só Deus conhece, a fim de que, purificados de toda a mancha do pecado, sejam associados aos cidadãos celestes, para poderem gozar da visão da felicidade eterna.",,"comemoração de todos os fiéis defuntos , na qual a igreja, mãe piedosa, depois da sua solicitude em celebrar com os devidos louvores todos os seus filhos que se alegram no céu, quer interceder diante de deus pelas almas de todos os que nos precederam marcados com o sinal da fé e agora dormem na esperança da ressurreição, bem como por todos os defuntos desde o princípio do mundo cuja fé só deus conhece, a fim de que, purificados de toda a mancha do pecado, sejam associados aos cidadãos celestes, para poderem gozar da visão da felicidade eterna."
2,2024-11-02,"Comemoração de São Vitorino , bispo de Poetóvio, na Panónia, na Eslovénia, que redigiu muitos escritos para explicar os livros da Sagrada Escritura e foi coroado com o martírio na perseguição do imperador Diocleciano.",(† c. 303),"comemoração de são vitorino , bispo de poetóvio, na panónia, na eslovénia, que redigiu muitos escritos para explicar os livros da sagrada escritura e foi coroado com o martírio na perseguição do imperador diocleciano."
3,2024-11-02,"Em Trieste, na Ístria, actualmente na Itália, São Justo , mártir.",(† c. s. IV),"em trieste, na ístria, actualmente na itália, são justo , mártir."
4,2024-11-02,"Em Sebaste, na Arménia, na Turquia, os santos Cartério , Estiríaco , Tobias , Eudóxio , Agápio e companheiros , mártires, que, sendo soldados no tempo do imperador Licínio, segundo a tradição, foram lançados às chamas por perseverarem na fé de Cristo.",(† c. 320),"em sebaste, na arménia, na turquia, os santos cartério , estiríaco , tobias , eudóxio , agápio e companheiros , mártires, que, sendo soldados no tempo do imperador licínio, segundo a tradição, foram lançados às chamas por perseverarem na fé de cristo."
5,2024-11-02,"Na antiga Pérsia, os santos Acindino , Pegásio , Aftónio , Elpidíforo , Anempodisto e numerosos companheiros , mártires, que, segundo a tradição, padeceram no tempo do rei Sapor II.",(† s. IV),"na antiga pérsia, os santos acindino , pegásio , aftónio , elpidíforo , anempodisto e numerosos companheiros , mártires, que, segundo a tradição, padeceram no tempo do rei sapor ii."
6,2024-11-02,"Em Vienne, cidade da Gália Lionense, São Donino , bispo, que se dedicou à obra da redenção dos cativos.",(† c. 538),"em vienne, cidade da gália lionense, são donino , bispo, que se dedicou à obra da redenção dos cativos."
7,2024-11-02,"Comemoração de São Marciano , eremita, que, nascido em Ciro, se retirou para o deserto na Calcedónia, na actual Turquia, onde vivia num estreitíssimo casebre, não se alimentando senão à tarde com uma pequena quantidade de pão e água, mas antepondo ao jejum o amor fraterno.",(† s. IV f.),"comemoração de são marciano , eremita, que, nascido em ciro, se retirou para o deserto na calcedónia, na actual turquia, onde vivia num estreitíssimo casebre, não se alimentando senão à tarde com uma pequena quantidade de pão e água, mas antepondo ao jejum o amor fraterno."
8,2024-11-02,"No mosteiro de Agaune, entre os Helvécios, na Suíça, Santo Ambrósio , abade, que, tendo sido o superior do mosteiro de Île-Barbe, perto de Lião, foi transferido para esta sede em virtude da sua insigne observância religiosa, onde estabeleceu a prática da laus perennis , de modo que houvesse sempre monges cantando no coro os louvores de Deus.",(† c. 520),"no mosteiro de agaune, entre os helvécios, na suíça, santo ambrósio , abade, que, tendo sido o superior do mosteiro de île-barbe, perto de lião, foi transferido para esta sede em virtude da sua insigne observância religiosa, onde estabeleceu a prática da laus perennis , de modo que houvesse sempre monges cantando no coro os louvores de deus."
9,2024-11-02,"Junto a uma fonte situada em Holywell, localidade do País de Gales, Santa Vinfreda , virgem, que é venerada como monja insigne.",(† c. s. VII),"junto a uma fonte situada em holywell, localidade do país de gales, santa vinfreda , virgem, que é venerada como monja insigne."
10,2024-11-02,"Em Vienne, cidade da Borgonha, na hodierna França, São Jorge , bispo.",(† c. 670),"em vienne, cidade da borgonha, na hodierna frança, são jorge , bispo."
11,2024-11-02,"No mosteiro de Claraval, também na Borgonha, o sepultamento de São Malaquias , bispo de Down e Connor, na Irlanda, que renovou a vida da sua Igreja e, neste mosteiro, quando se dirigia a Roma, entregou o seu espírito ao Senhor na presença do abade São Bernardo.",(† 1148),"no mosteiro de claraval, também na borgonha, o sepultamento de são malaquias , bispo de down e connor, na irlanda, que renovou a vida da sua igreja e, neste mosteiro, quando se dirigia a roma, entregou o seu espírito ao senhor na presença do abade são bernardo."
12,2024-11-02,"Em Mortagne, cidade da Normandia, na França, a Beata Margarida de Lorena , que era duquesa de Alençon e, ao ficar viúva, abraçou a vida religiosa no mosteiro das Clarissas, que ela tinha fundado.",(† 1521),"em mortagne, cidade da normandia, na frança, a beata margarida de lorena , que era duquesa de alençon e, ao ficar viúva, abraçou a vida religiosa no mosteiro das clarissas, que ela tinha fundado."
13,2024-11-02,"Em Andover, no condado de Hampshire, na Inglaterra, o Beato João Bodey , mártir, que, sendo mestre-escola, por não aceitar a autoridade da rainha Isabel I em assuntos espirituais, foi enforcado e esquartejado.",(† 1583),"em andover, no condado de hampshire, na inglaterra, o beato joão bodey , mártir, que, sendo mestre-escola, por não aceitar a autoridade da rainha isabel i em assuntos espirituais, foi enforcado e esquartejado."
14,2024-11-02,"Em Casale, na Flamínia, região da Itália, o Beato Pio de São Luís (Luís Campidélli), religioso da Congregação da Paixão, que, ainda jovem, tendo sido vítima de uma grave enfermidade, se conformou plenamente com a vontade divina.",(† 1889),"em casale, na flamínia, região da itália, o beato pio de são luís (luís campidélli), religioso da congregação da paixão, que, ainda jovem, tendo sido vítima de uma grave enfermidade, se conformou plenamente com a vontade divina."
1,2024-11-03,"São Martinho de Porres , religioso da Ordem dos Pregadores: filho de homem espanhol e de mulher indígena, já desde a infância, apesar das limitações provenientes da sua condição de filho ilegítimo e mestiço, aprendeu a medicina, que depois, sendo religioso, exerceu generosamente em Lima, cidade do Peru, em favor dos pobres e, entregue à prática do jejum, da penitência e da oração, viveu uma existência áspera e humilde, mas irradiante de caridade.",(† 1639),"são martinho de porres , religioso da ordem dos pregadores: filho de homem espanhol e de mulher indígena, já desde a infância, apesar das limitações provenientes da sua condição de filho ilegítimo e mestiço, aprendeu a medicina, que depois, sendo religioso, exerceu generosamente em lima, cidade do peru, em favor dos pobres e, entregue à prática do jejum, da penitência e da oração, viveu uma existência áspera e humilde, mas irradiante de caridade."
2,2024-11-03,"Em Cesareia, na Capadócia, na Turquia, os santos Germano , Teófilo e Cirilo , mártires.",(† data inc.),"em cesareia, na capadócia, na turquia, os santos germano , teófilo e cirilo , mártires."
3,2024-11-03,"Em Agrigento, na Sicília, região da Itália, São Libertino , bispo e mártir.",(† s. III/IV),"em agrigento, na sicília, região da itália, são libertino , bispo e mártir."
4,2024-11-03,"No território de Lauraguais, na Gália Narbonense, na actual França, São Pápulo , venerado como mártir.",(† s. III/IV),"no território de lauraguais, na gália narbonense, na actual frança, são pápulo , venerado como mártir."
5,2024-11-03,"Em Viterbo, na Toscana, região da Itália, os santos Valentim , presbítero, e Hilário , diácono, mártires.",(† data inc.),"em viterbo, na toscana, região da itália, os santos valentim , presbítero, e hilário , diácono, mártires."
6,2024-11-03,"Na Bretanha Menor, na actual França, São Guenael , venerado como abade de Landévenec.",(† s. VI),"na bretanha menor, na actual frança, são guenael , venerado como abade de landévenec."
7,2024-11-03,"Em Roma, a comemoração de Santa Sílvia , mãe do papa São Gregório Magno, que, segundo o que o mesmo Pontífice referiu nos seus escritos, atingiu o mais alto grau de oração e penitência e foi para todos um exemplo admirável.",(† s. VII),"em roma, a comemoração de santa sílvia , mãe do papa são gregório magno, que, segundo o que o mesmo pontífice referiu nos seus escritos, atingiu o mais alto grau de oração e penitência e foi para todos um exemplo admirável."
8,2024-11-03,"No mosteiro de Hornbach, junto a Estrasburgo, na Borgonha, território da actual França, o sepultamento de São Pirmino , bispo e abade de Reichenau, que evangelizou os Alamanos e os Bávaros, fundou muitos mosteiros e compôs para os seus discípulos um livro sobre a catequese aos rudes.",(† c. 755),"no mosteiro de hornbach, junto a estrasburgo, na borgonha, território da actual frança, o sepultamento de são pirmino , bispo e abade de reichenau, que evangelizou os alamanos e os bávaros, fundou muitos mosteiros e compôs para os seus discípulos um livro sobre a catequese aos rudes."
9,2024-11-03,"No cenóbio de Antídio, na Bitínia, São Joanício , monge, que, depois de mais de vinte anos ao serviço militar, viveu solitário em vários montes do Olimpo, acompanhando habitualmente a sua oração com estas palavras: «Deus é a minha esperança, Cristo é o meu refúgio, o Espírito Santo é o meu protector».",(† 846),"no cenóbio de antídio, na bitínia, são joanício , monge, que, depois de mais de vinte anos ao serviço militar, viveu solitário em vários montes do olimpo, acompanhando habitualmente a sua oração com estas palavras: «deus é a minha esperança, cristo é o meu refúgio, o espírito santo é o meu protector»."
10,2024-11-03,"Em Alem, cidade da Flandres, na actual Holanda, o sepultamento de Santa Odrada , virgem.",(† c. s. XI),"em alem, cidade da flandres, na actual holanda, o sepultamento de santa odrada , virgem."
11,2024-11-03,"Em Urgel, na Catalunha, região da Espanha, Santo Ermengol ou Ermengáudio , bispo, um dos ilustres prelados que se empenharam em restabelecer a Igreja nas terras resgatadas do jugo dos Mouros; ao construir uma ponte, trabalhando com as suas próprias mãos, resvalou do alto e morreu entre as pedras com fractura do crâneo.",(† 1035),"em urgel, na catalunha, região da espanha, santo ermengol ou ermengáudio , bispo, um dos ilustres prelados que se empenharam em restabelecer a igreja nas terras resgatadas do jugo dos mouros; ao construir uma ponte, trabalhando com as suas próprias mãos, resvalou do alto e morreu entre as pedras com fractura do crâneo."
12,2024-11-03,"No território dos Marsos, nos Abruzos, região da Itália, São Berardo , bispo, que se distinguiu na luta contra a simonia, na restauração da disciplina do clero e no auxílio e protecção dos pobres.",(† 1130),"no território dos marsos, nos abruzos, região da itália, são berardo , bispo, que se distinguiu na luta contra a simonia, na restauração da disciplina do clero e no auxílio e protecção dos pobres."
13,2024-11-03,"Em Cudot, no território de Sens, na França, a Beata Alpaídes , virgem, que, ainda muito jovem, cruelmente espancada e abandonada pelos seus familiares, viveu depois reclusa numa pequena cela até à velhice.",(† 1211),"em cudot, no território de sens, na frança, a beata alpaídes , virgem, que, ainda muito jovem, cruelmente espancada e abandonada pelos seus familiares, viveu depois reclusa numa pequena cela até à velhice."
14,2024-11-03,"Junto do mosteiro de Fischingen, na actual Suíça, Santa Ida , reclusa.",(† c. 1226),"junto do mosteiro de fischingen, na actual suíça, santa ida , reclusa."
15,2024-11-03,"Em Rímini, no litoral da Flamínia, região da Itália, o Beato Simão Balácchi , religioso da Ordem dos Pregadores, que dedicou toda a sua vida ao serviço dos irmãos, à penitência e à oração.",(† 1319),"em rímini, no litoral da flamínia, região da itália, o beato simão balácchi , religioso da ordem dos pregadores, que dedicou toda a sua vida ao serviço dos irmãos, à penitência e à oração."
16,2024-11-03,"Em Milão, na Lombardia, região da Itália, o dia natal de São Carlos Borromeu , bispo, cuja memória se celebra amanhã.",(† 1584),"em milão, na lombardia, região da itália, o dia natal de são carlos borromeu , bispo, cuja memória se celebra amanhã."
17,2024-11-03,"Junto à fortaleza Xa Doai, no Tonquim, actualmente no Vietnam, São Pedro Francisco Néron , presbítero da Sociedade das Missões Estrangeiras de Paris e mártir, que, no tempo do imperador Tu Duc, viveu três meses encerrado numa jaula estreitíssima e, ferozmente vergastado, depois de três semanas sem provar qualquer alimento, consumou finalmente o martírio ao ser decapitado.",(† 1860),"junto à fortaleza xa doai, no tonquim, actualmente no vietnam, são pedro francisco néron , presbítero da sociedade das missões estrangeiras de paris e mártir, que, no tempo do imperador tu duc, viveu três meses encerrado numa jaula estreitíssima e, ferozmente vergastado, depois de três semanas sem provar qualquer alimento, consumou finalmente o martírio ao ser decapitado."
18,2024-11-03,"Em Valldibrera, perto de Barcelona, na Espanha, os beatos Cândido Alberto (José Ruiz de la Torre), Cirilo Pedro (Cecílio Manrique Arnáiz), Crisóstomo (José Llorach Bretó) e Leónides Francisco (Francisco Colóm González), religiosos da Congregação dos Irmãos das Escolas Cristãs e mártires.",(† 1936),"em valldibrera, perto de barcelona, na espanha, os beatos cândido alberto (josé ruiz de la torre), cirilo pedro (cecílio manrique arnáiz), crisóstomo (josé llorach bretó) e leónides francisco (francisco colóm gonzález), religiosos da congregação dos irmãos das escolas cristãs e mártires."
1,2024-11-04,"Memória de São Carlos Borromeu , bispo, que, nomeado cardeal por seu tio materno, o papa Pio IV, e eleito bispo de Milão, foi nesta sede um verdadeiro pastor fiel, solícito pelas necessidades da Igreja do seu tempo: convocou sínodos e erigiu seminários para a formação do clero; visitou muitas vezes toda a sua diocese para fortalecer a vida cristã e estabeleceu muitas normas em ordem à salvação das almas. Passou à pátria celeste no dia 3 de Novembro.",(† 1584),"memória de são carlos borromeu , bispo, que, nomeado cardeal por seu tio materno, o papa pio iv, e eleito bispo de milão, foi nesta sede um verdadeiro pastor fiel, solícito pelas necessidades da igreja do seu tempo: convocou sínodos e erigiu seminários para a formação do clero; visitou muitas vezes toda a sua diocese para fortalecer a vida cristã e estabeleceu muitas normas em ordem à salvação das almas. passou à pátria celeste no dia 3 de novembro."
2,2024-11-04,"Em Bolonha, na actual Emília-Romanha, região da Itália, os santos Vital e Agrícola , mártires, dos quais, segundo narra Santo Ambrósio, o primeiro tinha sido servo do segundo e depois irmão na fé e companheiro no martírio: de facto, Vital sofreu tantos tormentos que nenhuma parte do corpo ficou sem feridas; Agrícola, sem se intimidar com o suplício do servo, imitou-o no martírio sendo crucificado.",(† 304),"em bolonha, na actual emília-romanha, região da itália, os santos vital e agrícola , mártires, dos quais, segundo narra santo ambrósio, o primeiro tinha sido servo do segundo e depois irmão na fé e companheiro no martírio: de facto, vital sofreu tantos tormentos que nenhuma parte do corpo ficou sem feridas; agrícola, sem se intimidar com o suplício do servo, imitou-o no martírio sendo crucificado."
3,2024-11-04,"Em Mira, na Lícia, na hodierna Turquia, os santos mártires Nicandro , bispo, e Hermes , presbítero.",(† c. s. IV),"em mira, na lícia, na hodierna turquia, os santos mártires nicandro , bispo, e hermes , presbítero."
4,2024-11-04,"Comemoração de São Piério , presbítero de Alexandria, homem ilustre pelo conhecimento das doutrinas filosóficas, mas ainda mais insigne pela integridade da sua vida e voluntária pobreza, que ensinou sabiamente ao povo a Sagrada Escritura quando Teonas governava a Igreja de Alexandria e, terminado o tempo da perseguição, permaneceu em Roma, onde descansou em paz.",(† s. IV),"comemoração de são piério , presbítero de alexandria, homem ilustre pelo conhecimento das doutrinas filosóficas, mas ainda mais insigne pela integridade da sua vida e voluntária pobreza, que ensinou sabiamente ao povo a sagrada escritura quando teonas governava a igreja de alexandria e, terminado o tempo da perseguição, permaneceu em roma, onde descansou em paz."
5,2024-11-04,"Em Rodez, na Aquitânia, actualmente em França, Santo Amâncio , bispo, que é considerado o primeiro pontífice desta cidade.",(† s. V),"em rodez, na aquitânia, actualmente em frança, santo amâncio , bispo, que é considerado o primeiro pontífice desta cidade."
6,2024-11-04,"Em Maastricht, no Brabante da Austrásia, actualmente na Holanda, São Perpétuo , bispo.",(† c. 620),"em maastricht, no brabante da austrásia, actualmente na holanda, são perpétuo , bispo."
7,2024-11-04,"Em Tréveris, na Austrásia, Santa Modesta , abadessa, que, consagrada a Deus desde a infância, foi a primeira a presidir à comunidade de monjas no cenóbio de Santa Maria de «ad Hórreum» nesta cidade e gozava da grande amizade espiritual de Santa Gertrudes de Nivelles.",(† s. VII f.),"em tréveris, na austrásia, santa modesta , abadessa, que, consagrada a deus desde a infância, foi a primeira a presidir à comunidade de monjas no cenóbio de santa maria de «ad hórreum» nesta cidade e gozava da grande amizade espiritual de santa gertrudes de nivelles."
8,2024-11-04,"Em Alba Regia, na Panónia, na Hungria, Santo Henrique ou Emerico , filho de Santo Estêvão, rei dos Húngaros, que teve morte prematura.",(† 1031),"em alba regia, na panónia, na hungria, santo henrique ou emerico , filho de santo estêvão, rei dos húngaros, que teve morte prematura."
9,2024-11-04,"Em Pádua, no Véneto, região da Itália, a Beata Helena Enselmíni , virgem da Ordem das Clarissas, que sofreu com admirável paciência muitas dores, inclusivamente a perda da fala.",(† 1231),"em pádua, no véneto, região da itália, a beata helena enselmíni , virgem da ordem das clarissas, que sofreu com admirável paciência muitas dores, inclusivamente a perda da fala."
10,2024-11-04,"Em Cerfroid, no território de Meaux, na França, São Félix de Valois , que, depois de uma longa vida solitária, é considerado companheiro de São João da Mata na fundação da Ordem da Santíssima Trindade para a Redenção dos Cativos.",(† s. XIII),"em cerfroid, no território de meaux, na frança, são félix de valois , que, depois de uma longa vida solitária, é considerado companheiro de são joão da mata na fundação da ordem da santíssima trindade para a redenção dos cativos."
11,2024-11-04,"No convento de Nossa Senhora dos Escoceses, em Nantes, na França, a Beata Francisca de Amboise , que, sendo duquesa de Bretanha, fundou em Vannes o primeiro Carmelo feminino da França, para onde se retirou como serva de Cristo quando ficou viúva.",(† 1485),"no convento de nossa senhora dos escoceses, em nantes, na frança, a beata francisca de amboise , que, sendo duquesa de bretanha, fundou em vannes o primeiro carmelo feminino da frança, para onde se retirou como serva de cristo quando ficou viúva."
12,2024-11-04,"Em Montefusco, na Campânia, região da Itália, a Beata Teresa Manganiello , virgem da Ordem Terceira de São Francisco.",(† 1876),"em montefusco, na campânia, região da itália, a beata teresa manganiello , virgem da ordem terceira de são francisco."
13,2024-11-04,"Em Madrid, na Espanha, o Beato José Gafo Muñiz , presbítero da Ordem dos Pregadores e mártir, que, na mesma perseguição, confirmou com o seu sangue a fidelidade ao Senhor.",(† 1936),"em madrid, na espanha, o beato josé gafo muñiz , presbítero da ordem dos pregadores e mártir, que, na mesma perseguição, confirmou com o seu sangue a fidelidade ao senhor."
1,2024-11-05,"Em Cesareia da Palestina, São Donino , mártir, que, ainda jovem médico, no início da perseguição de Diocleciano foi condenado ao trabalho nas minas de Mísmiya, onde, depois de sofrer cruéis vexações, foi lançado ao fogo por ordem do prefeito Urbano, no ano quinto da perseguição, por permanecer firme na confissão da fé.",(† 307),"em cesareia da palestina, são donino , mártir, que, ainda jovem médico, no início da perseguição de diocleciano foi condenado ao trabalho nas minas de mísmiya, onde, depois de sofrer cruéis vexações, foi lançado ao fogo por ordem do prefeito urbano, no ano quinto da perseguição, por permanecer firme na confissão da fé."
2,2024-11-05,"Também em Cesareia da Palestina, a comemoração dos santos Teótimo , Filoteu e Timóteo , mártires, que, sendo ainda jovens, foram condenados aos jogos de circo para diversão da plebe e depois, com Santo Auxêncio , já ancião, lançados às feras.",(† 307),"também em cesareia da palestina, a comemoração dos santos teótimo , filoteu e timóteo , mártires, que, sendo ainda jovens, foram condenados aos jogos de circo para diversão da plebe e depois, com santo auxêncio , já ancião, lançados às feras."
3,2024-11-05,"Na Apúlia, região da Itália, São Marcos , bispo de Ecano.",(† c. s. IV),"na apúlia, região da itália, são marcos , bispo de ecano."
4,2024-11-05,"Em Tréveris, na Renânia da Austrásia, actualmente na Alemanha, São Fibício , bispo.",(† c. 450),"em tréveris, na renânia da austrásia, actualmente na alemanha, são fibício , bispo."
5,2024-11-05,"Na Bretanha Menor, actualmente na França, São Guetnoco , venerado como irmão dos santos Vinvaleu e Jacuto.",(† s. VI),"na bretanha menor, actualmente na frança, são guetnoco , venerado como irmão dos santos vinvaleu e jacuto."
6,2024-11-05,"No cenóbio de Chelles, junto de Meaux, na Gália Lionense, também na hodierna França, Santa Bertila , sua primeira abadessa.",(† c. 705),"no cenóbio de chelles, junto de meaux, na gália lionense, também na hodierna frança, santa bertila , sua primeira abadessa."
7,2024-11-05,"Em Beziers, na Gália Narbonense, igualmente na França, São Geraldo , bispo, homem de admirável honradez e simplicidade, que, sendo cónego regular, foi constrangido a aceitar o episcopado, em cuja dignidade se mostrou ainda mais humilde.",(† 1123),"em beziers, na gália narbonense, igualmente na frança, são geraldo , bispo, homem de admirável honradez e simplicidade, que, sendo cónego regular, foi constrangido a aceitar o episcopado, em cuja dignidade se mostrou ainda mais humilde."
8,2024-11-05,"Em Constantinopla, na Turquia, o Beato Gómidas Keumurgian (Cosme de Carboniano), presbítero e mártir, que, sendo pai de família, nascido e ordenado na Igreja da Arménia, por se manter firme na confissão e propagação da fé católica professada no Concílio de Calcedónia, sofreu muitas tribulações e finalmente foi degolado enquanto recitava o Símbolo niceno.",(† 1707),"em constantinopla, na turquia, o beato gómidas keumurgian (cosme de carboniano), presbítero e mártir, que, sendo pai de família, nascido e ordenado na igreja da arménia, por se manter firme na confissão e propagação da fé católica professada no concílio de calcedónia, sofreu muitas tribulações e finalmente foi degolado enquanto recitava o símbolo niceno."
9,2024-11-05,"Perto do rio Hung Yen, no Tonquim, São Domingos Mâu , presbítero da Ordem dos Pregadores e mártir, que, na perseguição do imperador Tu Duc, por mostrar publicamente a coroa do Rosário e exortar os cristãos à profissão da fé, foi conduzido ao suplício da decapitação, orando com as mãos juntas como quem sobe ao altar.",(† 1858),"perto do rio hung yen, no tonquim, são domingos mâu , presbítero da ordem dos pregadores e mártir, que, na perseguição do imperador tu duc, por mostrar publicamente a coroa do rosário e exortar os cristãos à profissão da fé, foi conduzido ao suplício da decapitação, orando com as mãos juntas como quem sobe ao altar."
10,2024-11-05,"Em Parma, na Itália, São Guido Maria Confórti , bispo, que, como bom pastor, velou sempre pela defesa da Igreja e da fé do seu povo e, movido pela solicitude da evangelização dos povos, fundou a Pia Sociedade de São Francisco Xavier.",(† 1931),"em parma, na itália, são guido maria confórti , bispo, que, como bom pastor, velou sempre pela defesa da igreja e da fé do seu povo e, movido pela solicitude da evangelização dos povos, fundou a pia sociedade de são francisco xavier."
11,2024-11-05,"Em Madrid, na Espanha, o Beato João António Burró Más , religioso da Ordem de São João de Deus e mártir, que, por causa do seu testemunho evangélico, foi assassinado durante a perseguição contra a Igreja.",(† 1936),"em madrid, na espanha, o beato joão antónio burró más , religioso da ordem de são joão de deus e mártir, que, por causa do seu testemunho evangélico, foi assassinado durante a perseguição contra a igreja."
12,2024-11-05,"Em El Saler, localidade próxima de Valência, também na Espanha, a Beata Maria do Carmo Viel Ferrando , virgem e mártir, que na mesma perseguição consumou o combate glorioso.",(† 1936),"em el saler, localidade próxima de valência, também na espanha, a beata maria do carmo viel ferrando , virgem e mártir, que na mesma perseguição consumou o combate glorioso."
