date,description,death_date
2024-09-06,"<p><strong>4.   </strong>Em Spoleto, na Úmbria, região da Itália, Santo <strong>Eleutério</strong>, abade, que é louvado pelo papa São Gregório Magno pela sua exímia simplicidade e compunção de espírito.</p>",(† s. VI)
2024-09-06,"<p><strong>5*.   </strong>Em Laon, na Gália, actualmente na França, São <strong>Canoaldo</strong>, bispo, discípulo de São Columbano, que foi o seu único auxiliar no ermo de Bregenz.</p>",(† c. 632)
2024-09-06,"<p><strong>6*.   </strong>No litoral de Cumberland, região da Inglaterra, numa cidade depois chamada com o seu nome, Santa <strong>Bega</strong>, monja.</p>",(† c. 660)
2024-09-06,"<p><strong>7*.   </strong>No mosteiro de Füssen, cidade da Baviera, na Alemanha, São <strong>Magno</strong>, abade.</p>",(† s. VIII)
2024-09-06,"<p><strong>8*.   </strong>No mosteiro cisterciense de Le Bouchet, próximo de Orange, na Provença, região da França, a comemoração do Beato <strong>Beltrando</strong> <strong>de Garrigues</strong>, presbítero, um dos primeiros discípulos de São Domingos, que procurou sempre imitar o exemplo do seu mestre.</p>",(† c. 1230)
2024-09-06,"<p><strong>9*.   </strong>Em Gata de Gorgos, localidade da província de Alicante, na Espanha, o Beato <strong>Diogo</strong> <strong>Llorca</strong> <strong>Llópis</strong>, presbítero e mártir, que, durante a perseguição contra a Igreja, pelo seu testemunho de Cristo recebeu a coroa do martírio.</p>",(† 1936)
2024-09-06,"<p><strong>10*.   </strong>Em Carcaixent, localidade da província de Valência, também na Espanha, o Beato <strong>Pascoal</strong> <strong>Torres</strong> <strong>Lloret</strong>, mártir, pai de família, que, levando a cruz de Cristo, mereceu alcançar a recompensa celeste.</p>",(† 1936)
2024-09-06,"<p><strong>11♦.   </strong>Em Gijón, também na Espanha, o Beato <strong>Vídal Ruiz Vallejo</strong>, presbítero da Ordem de Santo Agostinho e mártir, que, durante a mesma perseguição, consumou gloriosamente o seu combate pela fé.</p>",(† 1936)
2024-09-06,"<p><strong>12*.   </strong>Em Varsóvia, na Polónia, o Beato <strong>Miguel</strong> <strong>Czartoryski</strong>, presbítero da Ordem dos Pregadores e mártir, que, depois da invasão da Polónia pelos inimigos de Cristo, por não abdicar da fé foi fuzilado junto da igreja do lugar.</p>",(† 1944)
2024-09-07,"<p><strong>1.   </strong>Em Alésia, na Gália, hoje Alise-Sainte-Reine, na França, Santa <strong>Regina</strong>, mártir.</p>",(† data inc.)
2024-09-07,"<p><strong>2.   </strong>Em Pompeiópolis, na Cilícia, na hodierna Turquia, São <strong>Sozonte</strong>, mártir.</p>",(† data inc.)
2024-09-07,"<p><strong>3.   </strong>Em Benevento, na Campânia, região da Itália, os santos mártires <strong>Festo</strong>, diácono, e <strong>Desidério</strong>, leitor.</p>",(† s. IV)
2024-09-07,"<p><strong>4.   </strong>Em Orleães, na Gália Lionense, hoje na França, Santo <strong>Evúrcio</strong>, bispo.</p>",(† s. IV)
2024-09-07,"<p><strong>5*.   </strong>Em Aosta, nos Alpes Graios, actualmente na Itália, São <strong>Grato</strong>, bispo.</p>",(† s. V)
2024-09-07,"<p><strong>6.   </strong>Em Breuil, no território de Troyes, na França, os santos <strong>Memório</strong> e <strong>companheiros</strong>, mártires, que, segundo a tradição, foram mortos por Átila, rei dos Hunos.</p>",(† s. V)
2024-09-07,"<p><strong>7*.   </strong>Em Châlons-sur-Marne, na Gália Lionense, hoje na França, Santo <strong>Alpino</strong>, bispo, que foi discípulo de São Lopo de Troyes.</p>",(† s. V)
2024-09-07,"<p><strong>8.   </strong>Em Nogent-sur-Seine, no território de Paris, também na actual França, São <strong>Clodoaldo</strong>, presbítero, de família régia, que, depois de terem sido mortos seu pai e seus irmãos, foi acolhido por sua avó Santa Clotilde e, rejeitando o reino terreno, abraçou a vida clerical.</p>",(† 560)
2024-09-07,"<p><strong>9*.   </strong>Em Albi, na Aquitânia, também na hodierna França, Santa <strong>Caríssima</strong>, virgem reclusa.</p>",(† s. VI/VII)
2024-09-07,"<p><strong>10*.   </strong>Em Maubeuge, no território do Hainaut, na Austrásia, actualmente também na França, Santa <strong>Madelberta</strong>, abadessa, que sucedeu a sua irmã, Santa Adeltrudes.</p>",(† c. 705)
2024-09-07,"<p><strong>11*.   </strong>Na Flandres, território da Austrásia, na actual Bélgica, a comemoração de Santo <strong>Hilduardo</strong>, bispo.</p>",(† c. 760)
2024-09-07,"<p><strong>12*.   </strong>Em Toul, cidade da Lorena, na hodierna França, São <strong>Gauzelino</strong>, bispo, que promoveu a observância monástica.</p>",(† 962)
2024-09-07,"<p><strong>13*.   </strong>Em Gúbbio, na Úmbria, região da Itália, São <strong>João de Lódi</strong>, bispo, que foi companheiro de São Pedro Damião nas suas missões pontifícias.</p>",(† c. 1106)
2024-09-07,"<p><strong>14*.   </strong>Em Die, na França, Santo <strong>Estêvão</strong> <strong>de</strong> <strong>Châtillon</strong>, bispo, que, afastado da solidão de Portes-en-Bugey, mas nada diminuindo à sua austeridade cartusiana, presidiu excelentemente a esta Igreja.</p>",(† 1208)
2024-09-07,"<p><strong>15.   </strong>Em Kosice, nos montes Cárpatos, na hodierna Eslováquia, os santos mártires <strong>Marcos</strong> <strong>Crisino</strong>, presbítero de Esztergom, <strong>Estêvão</strong> <strong>Pongracz</strong> e <strong>Melchior</strong> <strong>Grodziecki</strong>, presbíteros da Companhia de Jesus, que nem a fome nem a tortura da roda nem os tormentos do fogo puderam induzir a abjurar da fé católica.</p>",(† 1619)
2024-09-07,"<p><strong>16*.   </strong>Em Nagasáki, no Japão, os beatos mártires <strong>Tomás</strong> <strong>Tsuji</strong>, presbítero da Companhia de Jesus, <strong>Luís</strong> <strong>Maki</strong> e seu filho <strong>João</strong>, que foram condenados à fogueira por causa da sua fé cristã.</p>",(† 1627)
2024-09-07,"<p><strong>17*.   </strong>Em Londres, na Inglaterra, os beatos <strong>Randolfo</strong> <strong>Corby</strong>, da Companhia de Jesus, e <strong>João</strong> <strong>Duckett</strong>, presbíteros e mártires, que, no reinado de Carlos I, por terem entrado na Inglaterra como sacerdotes, foram condenados à morte no patíbulo de Tyburn e assim mereceram a palma celeste.</p>",(† 1644)
2024-09-07,"<p><strong>18*.   </strong>Num barco-prisão ancorado ao largo de Rochefort, na França, os beatos <strong>Cláudio Barnabé Laurent de Mascloux </strong>e <strong>Francisco d’Oudinot de la Boissière</strong>, presbíteros e mártires, que, presos durante a Revolução Francesa por causa do sacerdócio e encerrados na galera, morreram por Cristo consumidos pela fome e inanição.</p>",(† 1794)
2024-09-07,"<p><strong>19*.   </strong>Na ilha de Woodlark, na Oceania, o Beato <strong>João Baptista Mazzucóni</strong>, presbítero do Instituto para as Missões Estrangeiras de Milão e mártir, que, depois de passar três anos na obra de evangelização, já exausto devido às febres e feridas, foi morto a golpe de machado em ódio à fé cristã.</p>",(† 1855)
2024-09-07,"<p><strong>20*.   </strong>Em Parma, na Emília-Romanha, região da Itália, a Beata <strong>Eugénia Picco</strong>, virgem da Congregação das Pequenas Filhas dos Sagrados Corações de Jesus e Maria, que, consagrando-se magnanimamente à vontade de Deus, promoveu a dignidade das mulheres e fomentou a formação espiritual e cultural das religiosas.</p>",(† 1921)
2024-09-07,"<p><strong>21♦.   </strong>Em Varsóvia, na Polónia, o Beato <strong>Inácio Klopotowski</strong>, presbítero da diocese de Lublin, fundador da Congregação de Nossa Senhora de Loreto.</p>",(† 1931)
2024-09-07,"<p><strong>22*.   </strong>Em Gandia, cidade da região de Valência, na Espanha, a Beata <strong>Ascensão de São José de Calasanz </strong>(Ascensão Lloret Marco), virgem do Instituto das Irmãs Carmelitas da Caridade e mártir, que, durante a perseguição religiosa, venceu gloriosamente o combate da fé.</p>",(† 1936)
2024-09-07,"<p><strong>23♦.   </strong>Em Hueva, perto de Guadalajara, também na Espanha, o Beato <strong>Félix Gómez-Pinto Piñero</strong>, presbítero da Ordem dos Frades Menores e mártir, que, na mesma perseguição, morto no cemitério, alcançou a palma do martírio.</p>",(† 1936)
2024-09-07,"<p><strong>24♦.   </strong>Em Barcelona, também na Espanha, os beatos mártires <strong>António Maria de Jesus</strong> (António Bonet Seró), presbítero da Ordem dos Carmelitas Descalços, e <strong>Marcelo de Santa Ana</strong> (José Maria Masip Tamarit), religioso da mesma Ordem, que, durante a perseguição contra a fé, pelo seu inquebrantável testemunho de Cristo alcançaram vitoriosamente o reino celeste.</p>",( † 1936)
2024-09-07,"<p><strong>25♦.   </strong>Em Toledo, também na Espanha, o Beato <strong>Tirso de Jesus Maria</strong> (Gregório Sánchez Sancho), presbítero da Ordem dos Carmelitas Descalços e mártir na mesma perseguição contra a fé cristã.</p>",(† 1936)
2024-09-08,"<p>Festa da <strong>Natividade da Virgem Santa Maria</strong>, da descendência de Abraão, nascida da tribo de Judá, da linhagem régia de David, da qual nasceu o Filho de Deus, feito homem por virtude do Espírito Santo, para libertar os homens da antiga escravidão do pecado.</p>
<p> </p>",
2024-09-08,"<p><strong>2.   </strong>Em Roma, a comemoração de Santo <strong>Adrião</strong>, mártir, que padeceu o martírio em Nicomédia, na Bitínia, hoje Izmit, na Turquia, em cuja honra o papa Honório I converteu em igreja a Cúria do Senado Romano.</p>",(† data inc.)
2024-09-08,"<p><strong>3.   </strong>Em Alexandria, no Egipto, os santos <strong>Fausto</strong>, <strong>Dio</strong> e <strong>Amónio</strong>, presbíteros e mártires, que, na perseguição do imperador Diocleciano, receberam a coroa do martírio juntamente com o bispo São <strong>Pedro</strong>.</p>",(† c. 311)
2024-09-08,"<p><strong>4.   </strong>Em Bagrevand, cidade da antiga Arménia, Santo <strong>Isaac</strong>, bispo, que, para fortalecer a vida cristã do povo, traduziu a Sagrada Escritura e a Liturgia para a língua armena; aderiu à fé professada no Concílio de Éfeso, mas em seguida foi afastado da sua sede episcopal e morreu no exílio.</p>",(† 438)
2024-09-08,"<p><strong>5.   </strong>Em Roma, junto de São Pedro, o sepultamento de São <strong>Sérgio I</strong>, papa, de origem síria, que se dedicou intensamente à evangelização dos Saxões e dos Frisões e resolveu sabiamente muitas controvérsias e conflitos, preferindo morrer a consentir os erros.</p>",(† 701)
2024-09-08,"<p><strong>6.   </strong>Em Frísinga, cidade da Baviera, na actual Alemanha, São <strong>Corbiniano</strong>, que, tendo sido ordenado bispo e enviado a pregar o Evangelho na Baviera, produziu frutos abundantes.</p>",(† 725)
2024-09-08,"<p><strong>7*.   </strong>Em Pébrac, no território de Le Puy-en-Velay, na França, São <strong>Pedro de Chavanon</strong>, presbítero, que, aspirando a uma vida mais perfeita, se retirou para este local recôndito, onde edificou e dirigiu um cenóbio de cónegos regrantes.</p>",(† c. 1080)
2024-09-08,"<p><strong>8*.   </strong>Em Pêsaro, no Piceno, hoje nas Marcas, região da Itália, a Beata <strong>Serafina</strong> <strong>Sforza</strong>, que na vida conjugal suportou muitas adversidades e, quando ficou viúva, passou humildemente o resto dos seus anos sob a regra de Santa Clara.</p>",(† 1478)
2024-09-08,"<p><strong>9.   </strong>Em Valência, na Espanha, São <strong>Tomás de Vilanova</strong>, bispo, que, sendo eremita sob a regra de Santo Agostinho, aceitou por obediência o ministério episcopal, onde se distinguiu, entre outras virtudes pastorais, pelo seu ardente amor aos pobres, até ao ponto de dar tudo aos necessitados, sem ficar sequer com um pequeno leito para si.</p>",(† 1555)
2024-09-08,"<p><strong>10*.   </strong>Em Durham, na Inglaterra, os beatos mártires <strong>Tomás</strong> <strong>Palaser</strong>, presbítero, <strong>João</strong> <strong>Norton</strong> e <strong>João</strong> <strong>Talbot</strong>, que foram condenados à morte no reinado de Isabel I – o primeiro por ter entrado na Inglaterra como sacerdote, os outros por lhe terem prestado auxílio – e sofreram o suplício do patíbulo.</p>",(† 1600)
2024-09-08,"<p><strong>11.   </strong>Em Cartagena, na Colômbia, o dia natal de São <strong>Pedro</strong> <strong>Claver</strong>, presbítero da Companhia de Jesus, cuja memória se celebra amanhã.</p>",(† 1654)
2024-09-08,"<p><strong>12*.   </strong>Em Nagasáki, no Japão, os beatos <strong>António de São Boaventura</strong>, da Ordem dos Frades Menores, <strong>Domingos</strong> <strong>Castellet</strong>, da Ordem dos Pregadores, presbíteros, e <strong>vinte</strong> <strong>companheiros</strong><a href=""#_ftn1"" name=""_ftnref1"">[1]</a>, mártires, entre os quais alguns leigos e muitas crianças, que, passados ao fio da espada ou lançados à fogueira, todos sofreram o martírio por Cristo.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref1"" name=""_ftn1"">[1]</a>  São estes os seus nomes: Domingos de Nagasáki, religioso da Ordem dos Frades Menores; Tomé de São Jacinto e António de São Domingos, religiosos da Ordem dos Pregadores; Lúcia Luísa, viúva; João Tomáchi e seus filhos Domingos, Miguel, Tomé e Paulo; João Imamura, Paulo Sadayu Aybara, Romão Aybara e seu filho Leão, Tiago Hayashida, Mateus Álvarez, Miguel Yamada e seu filho Lourenço, Luís Higashi e seus filhos Francisco e Domingos.</p>
<p> </p>",(† 1628)
2024-09-08,"<p><strong>13*.   </strong>Em Marselha, na França, o passamento do Beato <strong>Frederico</strong> <strong>Ozanam</strong>, homem ilustre pela sua cultura e piedade, que defendeu e propagou com eminente doutrina as verdades da fé, fomentou a assistência aos pobres na chamada Conferência de São Vicente de Paulo e, como pai exemplar, fez da sua família uma igreja doméstica.</p>",(† 1853)
2024-09-08,"<p><strong>14*.   </strong>Em Almeria, no litoral da Andaluzia, região da Espanha, os beatos <strong>José</strong> <strong>Cecílio</strong> (Bonifácio Rodríguez González), <strong>Teodemiro</strong> <strong>Joaquim</strong> (Adriano Sainz Sainz) e <strong>Evêncio</strong> <strong>Ricardo</strong> (Eusébio Afonso Urjurra), mártires, da Congregação dos Irmãos das Escolas Cristãs, que, durante a perseguição religiosa na guerra civil, alcançaram a palma do martírio.</p>",(† 1936)
2024-09-08,"<p><strong>15*.   </strong>Em Alcoy, povoação próxima de Alicante, também na Espanha, o Beato <strong>Marino</strong> <strong>Blanes</strong> <strong>Giner</strong>, mártir, pai de família, que, durante a mesma perseguição, recebeu dos homens a morte, mas de Deus a vida eterna.</p>",(† 1936)
2024-09-08,"<p><strong>16*.   </strong>Em Paterna, no território de Valência, também na Espanha, o Beato <strong>Ismael</strong> <strong>Escrihuela</strong> <strong>Esteve</strong>, mártir, pai de família, que se tornou participante da vitória de Cristo pelo martírio.</p>",(† 1936)
2024-09-08,"<p><strong>17*.   </strong>Em Villarreal, no território de Castellón, também na Espanha, o Beato <strong>Pascoal</strong> <strong>Fortuño</strong> <strong>Almela</strong>, presbítero da Ordem dos Frades Menores e mártir, que foi coroado de glória pelo testemunho de Cristo.</p>",(† 1936)
2024-09-08,"<p><strong>18*.   </strong>Em Buñol, próximo de Valência, também na Espanha, as beatas <strong>Josefa</strong> <strong>de São João de Deus </strong>(Josefa Ruano Garcia) e <strong>Maria das Dores de Santa Eulália </strong>(Dores Puig Bonany), virgens da Congregação das Irmãs dos Anciãos Desamparados e mártires, que, na mesma perseguição contra a fé, derramando o seu sangue receberam a coroa de glória.</p>",(† 1936)
2024-09-08,"<p><strong>19♦.   </strong>Em Madrid, também na Espanha, o Beato <strong>Teódulo González Fernández</strong>, religioso da Sociedade Salesiana e mártir, que, na mesma perseguição, assassinados em ódio à vida religiosa, foi ao encontro do Senhor.</p>",(† 1936)
2024-09-08,"<p><strong>20♦.   </strong>No cemitério de Montcada, na Catalunha, também na Espanha, os beatos mártires <strong>Barnabé</strong> (Casimiro Riba Pi), religioso da Congregação dos Irmãos Maristas, e <strong>Baudílio</strong> (Pedro Ciórdia Hernández), religioso da Congregação dos Irmãos das Escolas Cristãs e mártir, que, na violenta perseguição contra a Igreja, foram mortos em ódio à vida religiosa.</p>",(† 1936)
2024-09-08,"<p><strong>21♦.   </strong>Em Vic, perto de Barcelona, também na Espanha, a Beata <strong>Apolónia Lizárraga</strong> do Santíssimo Sacramento (Apolónia Lizárraga y Ochoa de Zabalegui), virgem da Congregação das Irmãs Carmelitas da Caridade Vedruna e mártir, que, levando a lâmpada acesa, foi ao encontro de Cristo Esposo.</p>",(† 1936)
2024-09-08,"<p><strong>22♦.   </strong>Em Villa de Don Fradique, na região de Castela la Mancha, também na Espanha, o Beato <strong>Miguel Beato Sánchez</strong>, presbítero de Toledo e mártir, que, na mesma perseguição, como fiel discípulo, mereceu a salvação no sangue de Cristo.</p>",(† 1936)
2024-09-08,"<p><strong>23*.   </strong>No campo de concentração de Dachau, próximo de Munique, cidade da Baviera, na Alemanha, o Beato <strong>Adão</strong> <strong>Bargielski</strong>, presbítero e mártir, que durante a guerra se entregou espontaneamente aos inimigos da fé para substituir o seu pároco e, depois de sofrer cruéis torturas no cárcere, partiu vitorioso para a glória eterna.</p>",(† 1942)
2024-09-08,"<p><strong>24*.   </strong>Em Gross-Rosen, localidade da Alemanha, o Beato <strong>Ladislau</strong> <strong>Bladzinski</strong>, presbítero da Congregação de São Miguel e mártir, que, na mesma perseguição, foi preso pelos inimigos da Igreja e deportado da Polónia, sua pátria, para trabalhos forçados em pedreiras, onde foi assassinado.</p>",(† 1944)
2024-09-09,"<p>São <strong>Pedro</strong> <strong>Claver</strong>, presbítero da Companhia de Jesus, que, em Cartagena, na Colômbia, durante mais de quarenta anos, com admirável abnegação e exímia caridade se dedicou ao serviço dos negros trazidos como escravos, dos quais cerca de trezentos mil fez renascer para Cristo pelo Baptismo por ele administrado.</p>
<p> </p>",(† 1654)
2024-09-09,"<p><strong>2.   </strong>Em Roma, no cemitério “ad Duas Lauros”,  na Via Labicana, São <strong>Gorgónio</strong>, mártir.</p>",(† d. 203)
2024-09-09,"<p><strong>3.   </strong>Na Sabina, a trinta milhas de Roma, São <strong>Jacinto</strong>, mártir.</p>",(† data inc.)
2024-09-09,"<p><strong>4.   </strong>No mosteiro de Clonmacnois, junto ao rio Shannon, na Irlanda, São <strong>Ciarano</strong> <em>ou</em> <strong>Querano</strong>, presbítero e abade, fundador deste mosteiro.</p>",(† s. VI)
2024-09-09,"<p><strong>5*.   </strong>Em Castela, região da Espanha, a Beata <strong>Maria de la Cabeza</strong> (Maria Toríbia), esposa de Santo Isidro Lavrador, que viveu humilde e laboriosamente a vida eremítica.</p>",(† s. XII)
2024-09-09,"<p><strong>6*.   </strong>Em York, na Inglaterra, o Beato <strong>Jorge</strong> <strong>Douglas</strong>, presbítero e mártir, natural da Escócia, que era mestre-escola e se tornou sacerdote em Paris e, no reinado de Isabel I, por ter persuadido outras pessoas a abraçar a fé católica, através do suplício no patíbulo partiu vitorioso para o Céu.</p>",(† 1587)
2024-09-09,"<p><strong>7*.   </strong>Em Münster, na Alemanha, a Beata <strong>Maria</strong> <strong>Eutímia</strong> (Ema Üffing), virgem da Congregação das Irmãs da Compaixão, que, animada pela sua exímia caridade, benignidade e desprendimento de si mesma, serviu a Deus na pessoa dos enfermos.</p>",(† 1855)
2024-09-09,"<p><strong>8*.   </strong>Em Gramat, cidade do território de Cahors, na França, o Beato <strong>Pedro</strong> <strong>Bonhomme</strong>, presbítero, que se dedicou admiravelmente às missões populares e à evangelização do mundo rural e fundou a Congregação das Irmãs de Nossa Senhora do Monte Calvário, a quem encomendou o cuidado dos jovens, dos enfermos e dos indigentes.</p>",(† 1861)
2024-09-09,"<p><strong>9*.   </strong>Em Port-Louis, na ilha Maurícia, no Oceano Índico, o Beato <strong>Tiago</strong> <strong>Desidério</strong> <strong>Laval</strong>, presbítero, que, depois de exercer alguns anos a profissão de médico, se fez missionário na Congregação do Espírito Santo e conduziu muitos negros libertos da escravidão à liberdade de filhos de Deus.</p>",(† 1864)
2024-09-09,"<p><strong>10*.   </strong>Em Bilbau, no País Basco, na Espanha, o Beato <strong>Francisco Gárate Arangúren</strong>, religioso da Companhia de Jesus, que desempenhou o ofício de porteiro durante quarenta e dois anos com insigne humildade.</p>",(† 1929)
2024-09-10,"<p><strong>1.   </strong>Em Alexandria, no Egipto, São <strong>Nemésio</strong>, que, caluniosamente denunciado de ser ladrão, foi absolvido deste crime; mas depois, durante a perseguição do imperador Décio, acusado perante o juiz Emiliano de ser cristão, foi submetido a numerosas torturas e condenado à fogueira com outros ladrões, à semelhança do divino Salvador, que suportou a cruz com os ladrões.</p>",(† 251)
2024-09-10,"<p><strong>2.   </strong>Comemoração dos santos <strong>Nemesiano</strong> e companheiros <strong>Félix</strong>, <strong>Lúcio</strong>, outro <strong>Félix</strong>, <strong>Liteu</strong>, <strong>Poliano</strong>, <strong>Vítor</strong>, <strong>Jáder</strong> e <strong>Dativo</strong> – bispos, presbíteros e diáconos –, que, na África Setentrional, durante a violenta perseguição no tempo dos imperadores Valeriano e Galieno, por Cristo foram duramente flagelados, depois encadeados e enviados para as minas, onde, entretanto, eram exortados com cartas de São Cipriano a suportar firmemente o cativeiro e a observar os mandamentos do Senhor.</p>",(† 257-258)
2024-09-10,"<p><strong>3.   </strong>Em Constantinopla, hoje Istambul, na Turquia, Santa <strong>Pulquéria</strong>, que defendeu e propagou a verdadeira fé.</p>",(† 453)
2024-09-10,"<p><strong>4.   </strong>Em Novara, na Ligúria, hoje no Piemonte, região da Itália, Santo <strong>Agábio</strong>, bispo.</p>",(† s. V)
2024-09-10,"<p><strong>5.   </strong>Em Albi, na Aquitânia, actualmente na França, São <strong>Sálvio</strong>, bispo, que do claustro foi chamado para esta sede contra a sua vontade e, durante a epidemia da peste, como bom pastor, nunca abandonou a cidade.</p>",(† 584)
2024-09-10,"<p><strong>6.   </strong>Próximo de Speyer, na Renânia da Austrásia, actualmente na Alemanha, a paixão de São <strong>Teodardo</strong>, bispo de Tongres e mártir, que foi morto quando se dirigia ao rei Quilderico.</p>",(† c. 670)
2024-09-10,"<p><strong>7*.   </strong>Em Avranches, na Nêustria, hoje na França, Santo <strong>Autberto</strong>, bispo, por cuja iniciativa se desenvolveu o culto de São Miguel Arcanjo na ilha de Mont-Tombe.</p>",(† c. 725)
2024-09-10,"<p><strong>8*.   </strong>No mosteiro de Lucédio, junto de Vercelas, no Piemonte, região da Itália, o Beato <strong>Oglério</strong>, abade da Ordem Cisterciense.</p>",(† 1214)
2024-09-10,"<p><strong>9.   </strong>Em Tolentino, no Piceno, hoje nas Marcas, também região da Itália, São <strong>Nicolau</strong>, presbítero da Ordem dos Eremitas de Santo Agostinho, que era homem de rigorosíssima abstinência e assídua oração, severo para consigo e clemente para com os outros, e muitas vezes impunha a si mesmo a satisfação do pecado dos outros.</p>",(† 1305)
2024-09-10,"<p><strong>10*.   </strong>Em Nagasáki, no Japão, os beatos <strong>Sebastião</strong> <strong>Kimura</strong>, da Companhia de Jesus, e <strong>Francisco</strong> <strong>Morales</strong>, da Ordem dos Pregadores, presbíteros, e <strong>cinquenta</strong> <strong>companheiros</strong><a href=""#_ftn1"" name=""_ftnref1"">[1]</a>, mártires, – presbíteros, religiosos, esposos, jovens, catequistas, viúvas e crianças – que, numa colina, diante de uma grande multidão, sofreram crudelíssimos tormentos e morreram por Cristo.</p>
<p> </p>
<hr/>
<p><a href=""#_ftnref1"" name=""_ftn1"">[1]</a>  São estes os seus nomes: Ângelo Orsúcci, Afonso de Mena, José de São Jacinto de Salvanés, Jacinto Orfanel, presbíteros da Ordem dos Pregadores, e Domingos do Rosário e Aleixo, religiosos da mesma Ordem; Ricardo de Santa Ana e Pedro de Ávila, presbíteros da Ordem dos Frades Menores, e Vicente de São José, religioso da mesma Ordem; Carlos Spínola, presbítero da Companhia de Jesus, e Gonçalo Fusai, António Kiuni, Tomás do Rosário, Tomás Akahoshi, Pedro Sampo, Miguel Shumpo, Luís Kawara, João Chugoku, religiosos da mesma Ordem; Leão de Satsuma, Luzia de Freitas; António Sanga, catequista, e Madalena, esposos; António Coreano, catequista, e Maria, esposos, com seus filhos João e Pedro; Paulo Nagaishi e Tecla, esposos, com seu filho Pedro; Paulo Tanaka e Maria, esposos; Domingos Yamada e Clara, esposos; Isabel Fernández, viúva do Beato Domingos Jorge, com seu filho Inácio; Maria, viúva do Beato André Tokuan; Inês, viúva do Beato Cosme Takeia; Maria, viúva do Beato João Shoun; Dominga Ogata, Maria Tanaura, Apolónia e Catarina, viúvas; Domingos Nakano, filho do Beato Matias Nakano; Bartolomeu Kawano Shichiemon; Damião Yamichi Tanda e seu filho Miguel; Tomás Shichiro, Rufo Ishimoto, Clemente (Bósio) Vom e seu filho António.</p>
<p> </p>",(† 1622)
2024-09-10,"<p><strong>11.   </strong>Em Londres, na Inglaterra, Santo <strong>Ambrósio</strong> <strong>Eduardo</strong> <strong>Barlow</strong>, presbítero da Ordem de São Bento e mártir, que durante vinte e quatro anos confirmou na fé e na piedade os católicos da região de Lencastre e, preso quando pregava no dia da Páscoa do Senhor, durante o reinado de Carlos I, foi condenado à morte por causa do sacerdócio e enforcado no patíbulo de Tyburn.</p>",(† 1641)
2024-09-10,"<p><strong>12*.   </strong>Num barco ancorado ao largo de Rochefort, na França, o Beato <strong>Tiago</strong> <strong>Gagnot</strong>, presbítero da Ordem dos Carmelitas e mártir, que, durante a Revolução Francesa, encerrado na sórdida galera em condições desumanas por causa do sacerdócio, enquanto assistia aos companheiros de cativeiro enfermos, morreu consumido pela enfermidade.</p>",(†1794)
2024-09-10,"<p><strong>13♦.   </strong>Em Madrid, na Espanha, o Beato <strong>Leôncio Arce Urrútia</strong>, presbítero da Ordem dos Pregadores e mártir, que, durante a perseguição contra a fé, pelo seu inquebrantável testemunho de Cristo alcançou vitoriosamente o reino celeste.</p>",(† 1936)
2024-09-11,"<p><strong>1.   </strong>Em Roma, no cemitério de Basila, junto à Via Salária Antiga, o sepultamento dos santos mártires <strong>Proto</strong> e <strong>Jacinto</strong>, a quem o papa São Dâmaso, depois de recuperar os seus túmulos ocultos na terra, celebrou com seus versos. Neste lugar, passados quase quinze séculos, foi encontrado intacto o sepulcro e o corpo cremado de São Jacinto.</p>",(† s. III)
2024-09-11,"<p><strong>2*.   </strong>Em Zurique, na hodierna Suíça, os santos mártires <strong>Félix</strong> e <strong>Régula</strong>.</p>",(† data inc.)
2024-09-11,"<p><strong>3.   </strong>Comemoração de São <strong>Pafnúcio</strong>, bispo no Egipto, que foi um dos confessores da fé que, no tempo do imperador Galério Maximino, depois de lhes ser vasado o olho direito e cortado o tendão do pé esquerdo, foram condenados às minas; mais tarde participou no Concílio de Niceia, onde defendeu vigorosamente contra os arianos a fé católica.</p>",(† s. IV)
2024-09-11,"<p><strong>4.   </strong>Em Lião, na Gália, na actual França, São <strong>Paciente</strong>, bispo, que, movido pela caridade, distribuiu gratuitamente alimentos necessários às cidades situadas ao longo dos rios Ródano e Saône para socorrer as populações oprimidas pela fome; além disso, exerceu grande actividade apostólica na conversão dos hereges e no cuidado dos pobres.</p>",(† c. 480)
2024-09-11,"<p><strong>5.   </strong>Em Paris, também na actual França, o passamento de São <strong>Sacerdote</strong>, bispo de Lião, que viveu no temor e amor de Deus e morreu quando se encontrava nesta cidade para participar no concílio.</p>",(† 552)
2024-09-11,"<p><strong>6*.   </strong>Na ilha de Bardsey, no litoral da Câmbria setentrional, hoje País de Gales, São <strong>Daniel</strong> (Deiniol Wyn), bispo e abade de Bangor.</p>",(† c. 584)
2024-09-11,"<p><strong>7*.   </strong>No mosteiro de Luxeuil, na Borgonha, hoje na França, o passamento de Santo <strong>Adélfio</strong>, abade do mosteiro de Remiremont, que lavou com muitas lágrimas a dissenção de um breve momento.</p>",(† c. 670)
2024-09-11,"<p><strong>8*.   </strong>Em Toul, na Austrásia, também na actual França, São <strong>Leudino</strong> <em>ou</em> <strong>Bodon</strong>, bispo, que, depois de se ter casado, tomou a decisão de se retirar para a vida monástica, ao mesmo tempo que também sua esposa, Odila, seguia o mesmo caminho.</p>",(† a. 680)
