date,description,death_date
2024-03-08,"<p><strong>9*.   </strong>Em Pavia, na Lombardia, região da Itália, São <strong>Litifredo</strong>, bispo.</p>",(† 874)
2024-03-08,"<p><strong>10*.   </strong>Em Tayne, cidade da Escócia, o sepultamento de São <strong>Dutácio</strong>, bispo de Ross.</p>",(† c. 1065)
2024-03-08,"<p><strong>11*.   </strong>Em Estella, povoação de Navarra, região da Espanha, São <strong>Veremundo</strong>, abade de Irache, que, tendo abraçado desde tenra idade a vida monástica, era assíduo aos jejuns e vigílias e estimulou com o exemplo os monges do seu mosteiro ao desejo da perfeição.</p>",(† c. 1095)
2024-03-08,"<p><strong>12*.   </strong>Em Obazine, perto de Limoges, na Aquitânia, na actual França, Santo <strong>Estêvão</strong>, primeiro abade do mosteiro deste lugar, que, na procura de Deus, associou os três mosteiros por ele fundados à Ordem Cisterciense.</p>",(† 1159)
2024-03-08,"<p><strong>13*.   </strong>No mosteiro de Jedrzejow, na Polónia, o passamento de São <strong>Vicente Kadlubek</strong>, bispo de Cracóvia, que, depois de renunciar ao seu ministério, professou neste lugar vida monástica.</p>",(† 1223)
2024-03-08,"<p><strong>14♦.   </strong>Em Hiroshima, no Japão, o Beato <strong>Joaquim Kuroemon</strong>, mártir.</p>",(† 1624)
2024-03-08,"<p><strong>15*.   </strong>Em Getafe, cidade próxima de Madrid, na Espanha, o Beato <strong>Faustino Míguez</strong>, religioso da Congregação dos Irmãos das Escolas Cristãs, que, ordenado presbítero, se dedicou totalmente ao ensino e, atingindo grande fama como mestre e perito nas ciências da natureza, exerceu diligentemente a actividade pastoral e fundou a Congregação das Filhas da Divina Pastora.</p>",(† 1925)
2024-03-09,"<p>Santa <strong>Francisca</strong> <strong>Romana</strong>, religiosa, que, dada em casamento ainda adolescente, viveu em matrimónio durante quarenta anos como esposa e mãe exemplar, admirável pela sua piedade, humildade e paciência. Nos tempos calamitosos que sobrevieram, distribuiu os seus bens pelos pobres, socorreu os enfermos e, após a morte do esposo, retirou-se para viver com as Oblatas que congregara sob a Regra de São Bento em Roma.</p>
<p> </p>",(† 1440)
2024-03-09,"<p><strong>2.   </strong>Em Sebaste, na antiga Arménia, hoje Sivas, na Turquia, a paixão dos santos <strong>quarenta soldados da Capadócia</strong>, que, unidos não pelo sangue mas pela fé e obediência à vontade do Pai celeste, no tempo do imperador Licínio, depois de sofrerem os cárceres e outros cruéis tormentos, foram expostos nus ao ar livre durante um inverno extremamente frio e obrigados a passar a noite num lago gelado; finalmente, foram-lhes quebradas as pernas e assim consumaram o seu glorioso martírio.</p>",(† 320)
2024-03-09,"<p><strong>3.   </strong>Em Barcelona, na Hispânia Tarraconense, São <strong>Paciano</strong>, bispo, que, na pregação da fé, afirmava: «Cristão é o meu nome e católico o meu apelido».</p>",(† c. 390)
2024-03-09,"<p><strong>4.   </strong>No território de Rapolla, na Lucânia, actualmente na Basilicata, região da Itália, São <strong>Vital de Castronuovo</strong>, monge.</p>",(† 993)
2024-03-09,"<p><strong>5.   </strong>Na Morávia Oriental, hoje na Alemanha, São <strong>Bruno</strong>, bispo de Querfurt e mártir, que, enquanto acompanhava na Itália o imperador Otão III, fascinado pelo carisma de São Romualdo, abraçou a vida monástica e recebeu o nome de Bonifácio. Depois, regressando à Alemanha e ordenado bispo pelo papa João X, no decurso de uma missão apostólica foi assassinado por idólatras com dezoito companheiros.</p>",(† 1009)
2024-03-09,"<p><strong>6.   </strong>Em Bolonha, na Emília-Romanha, região da Itália, Santa <strong>Catarina</strong>, virgem da Ordem de Santa Clara, que, sendo ilustre nas artes liberais, mas ainda mais ilustre pelos dons místicos e pelas virtudes da penitência e da humildade, foi mestra das virgens consagradas.</p>",(† 1463)
2024-03-09,"<p><strong>7.   </strong>Em Mondónio, no Piemonte, região da Itália, São <strong>Domingos Sávio</strong>, que, dotado de ânimo afável e jovial já desde a infância, ainda adolescente percorreu velozmente o caminho da perfeição cristã.</p>",(† 1857)
2024-03-09,"<p><strong>8.   </strong>Em Nei-Ko-Ri, na Coreia, os santos mártires <strong>Pedro Ch’oe Hyong</strong> e <strong>João Baptista</strong> <strong>Chon Chang-un</strong>, pais de família, que, por terem administrado o Baptismo e editado livros cristãos, foram condenados a vários suplícios e permaneceram de tal modo constantes na fé que causaram admiração aos seus perseguidores.</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",(† 1866)
2024-03-10,"<p><strong>1.   </strong>Em Apameia, junto ao rio Meandro, na Frígia, hoje Hisarlik, na Turquia, a comemoração dos santos mártires <strong>Caio</strong> e <strong>Alexandre</strong>, mártires, que, na perseguição dos imperadores Marco António e Lúcio Vero, foram coroados com glorioso martírio.</p>",(† d. 171)
2024-03-10,"<p><strong>2.   </strong>Na África Proconsular, a comemoração de São <strong>Vítor</strong>, mártir, em cuja festa Santo Agostinho fez um sermão ao povo.</p>",(† data inc.)
2024-03-10,"<p><strong>3.   </strong>Comemoração de São <strong>Macário</strong>, bispo de Jerusalém, por cuja exortação os Lugares Santos foram reparados e adornados com santas basílicas por Constantino Magno e Santa Helena, sua mãe.</p>",(† c. 325)
2024-03-10,"<p><strong>4.   </strong>Em Roma, São <strong>Simplício</strong>, papa, que, depois da invasão e destruição da Itália e da cidade romana pelos bárbaros, reconfortou os atribulados, fomentou a unidade da Igreja e fortaleceu a fé.</p>",(† 483)
2024-03-10,"<p><strong>5.   </strong>Em Paris, na Gália, hoje na França, São <strong>Droctróvio</strong>, abade, que São Germano de Autun, seu mestre, colocou à frente do cenóbio de monges instituído nesta cidade.</p>",(† c. 580)
2024-03-10,"<p><strong>6.   </strong>No mosteiro de Bóbbio, na Ligúria, actualmente na Emília-Romanha, região da Itália, Santo <strong>Atala</strong>, abade, insigne animador da vida cenobítica, que se retirou primeiro para o mosteiro de Lérins e depois para o de Luxeuil, onde sucedeu a São Columbano, manifestando sempre grande zelo e discernimento.</p>",(† 626)
2024-03-10,"<p><strong>7.   </strong>Em Glasgow, na Escócia, São <strong>João Ogilvie</strong>, presbítero da Companhia de Jesus e mártir, que, depois de vários anos consagrados ao estudo da sagrada teologia, exilado em diversos reinos da Europa, foi ordenado sacerdote e regressou clandestinamente à pátria, onde exerceu intensa actividade pastoral junto dos seus compatriotas, até que, preso e condenado à morte no reinado de Jaime I, alcançou no patíbulo a coroa gloriosa do martírio.</p>",(† 1615)
2024-03-10,"<p><strong>8*.   </strong>Em Paris, na França, Santa <strong>Maria Eugénia de Jesus </strong>(Ana Milleret de Brou), virgem, fundadora da Congregação das Irmãs da Assunção, destinada à educação cristã das jovens.</p>",(† 1898)
2024-03-10,"<p><strong>9*.   </strong>Perto de Cortázar, cidade do México, o Beato <strong>Elias do Socorro </strong>(Mateus Elias Nieves del Castillo), presbítero da Ordem dos Frades de Santo Agostinho e mártir, que, encarcerado durante a perseguição por exercer secretamente o ministério pastoral, foi fuzilado em ódio ao sacerdócio.</p>",(† 1928)
2024-03-10,"<p><strong>10♦.   </strong>Em Fresne-le-Château, localidade da França, o Beato <strong>João José Lataste</strong>, presbítero da Ordem dos Pregadores e fundador da Congregação da Irmãs Dominicanas de Betânia.</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",(† 1869)
2024-03-11,"<p><strong>1.   </strong>Em Esmirna, na província da Ásia, hoje Zmir, na Turquia, São <strong>Piónio</strong>, presbítero e mártir, que, segundo a tradição, por ter feito publicamente a apologia da fé cristã, depois de sofrer a aspereza do cárcere, onde fortaleceu com as suas exortações muitos irmãos destinados ao martírio, foi submetido a numerosos tormentos e, finalmente, alcançou no fogo uma gloriosa morte por Cristo.</p>",(† c. 250)
2024-03-11,"<p><strong>2.   </strong>Em Laodiceia, hoje Lataquia, na Síria, os santos <strong>Trófimo</strong> e <strong>Talo</strong>, mártires, que, durante a perseguição do imperador Diocleciano, depois de muitos e terríveis suplícios, alcançaram a coroa de glória.</p>",(† s. IV)
2024-03-11,"<p><strong>3*.   </strong>Na Escócia, São <strong>Constantino</strong>, rei, discípulo de São Colombo e mártir.</p>",(† s. VI)
2024-03-11,"<p><strong>4.   </strong>Em Jerusalém, São <strong>Sofrónio</strong>, bispo, que teve por seu mestre e amigo João Mosco, com quem visitou os lugares do monaquismo; depois foi eleito para suceder a Modesto nesta sede episcopal e, quando a Cidade Santa caiu nas mãos dos Sarracenos, defendeu vigorosamente a fé e a segurança do povo.</p>",(† 639)
2024-03-11,"<p><strong>5*.   </strong>Na região de Hainaut, na Nêustria, hoje na França, São <strong>Vindiciano</strong>, bispo de Cambrai e de Arras, que exortou o rei Teodorico III a fazer penitência para expiar o crime cometido na morte de São Leodegário.</p>",(† c. 712)
2024-03-11,"<p><strong>6.   </strong>Em Milão, na Lombardia, região da Itália, o sepultamento de São <strong>Bento</strong>, bispo.</p>",(† 725)
2024-03-11,"<p><strong>7*.   </strong>No mosteiro de Tallaght, na Irlanda, Santo <strong>Engo Cúldeo</strong>, monge, que compôs diligentemente um martirológio dos santos da Irlanda.</p>",(† c. 824)
2024-03-11,"<p><strong>8.   </strong>Em Córdova, na Andaluzia, região da Espanha, Santo <strong>Eulógio</strong>, presbítero e mártir, degolado à espada por ter confessado gloriosamente o nome de Cristo.</p>",(† 859)
2024-03-11,"<p><strong>9*.   </strong>Em Cupramontana, cidade do Piceno, hoje nas Marcas, região da Itália, o Beato <strong>João Baptista de Fabriano Ríghi</strong>, presbítero da Ordem dos Frades Menores.</p>",(† 1539)
2024-03-11,"<p><strong>10*.   </strong>Em York, na Inglaterra, o Beato <strong>Tomás Atkinson</strong>, presbítero e mártir, que, no reinado de Jaime I, padeceu o martírio em ódio ao sacerdócio.</p>",(† 1616)
2024-03-11,"<p><strong>11*.   </strong>Em Clonmel, na Irlanda, o Beato <strong>João Kearney</strong>, presbítero da Ordem dos Frades Menores e mártir, que, condenado à morte por ser sacerdote na Inglaterra, evitara a sentença com a fuga; mas depois, tendo regressado à pátria, sob o governo de Olivério Cromwell, foi novamente acusado de exercer o sacerdócio e sofreu o suplício da forca.</p>",(† 1653)
2024-03-11,"<p><strong>12.   </strong>Em Hung Yên, no Tonquim, no actual Vietnam, São <strong>Domingos Câm</strong>, presbítero e mártir, que, depois de ter exercido a acção pastoral clandestinamente durante muitos anos com perigo de vida, continuando a fazê-lo no cárcere, finalmente foi condenado à morte por ordem do imperador Tu Duc e abraçou a cruz do Senhor, que firmemente recusara calcar aos pés.</p>",(† 1859)
2024-03-11,"<p><strong>13.   </strong>Em Sai-Nam-The, localidade da Coreia, os santos mártires <strong>Marcos Chong Ui-bae</strong>, catequista, e <strong>Aleixo U Se-yong</strong>, que, por causa da fé cristã, foram ultrajados e flagelados pelos próprios parentes.</p>",(† 1866)
2024-03-12,"<p><strong>1.   </strong>Em Tebessa, na Numídia, na actual Argélia, São <strong>Maximiliano</strong>, mártir, que, sendo filho do militar veterano Vítor e recrutado também para o exército, respondeu ao procônsul Diónio que, na sua qualidade de cristão, não lhe era permitido servir como soldado e, por recusar o juramento militar, foi morto ao fio da espada.</p>",(† 295)
2024-03-12,"<p><strong>2.   </strong>Em Nicomédia, na Bitínia, hoje Izmit, na Turquia, a comemoração dos santos mártires <strong>Migdónio</strong>, presbítero, <strong>Eugénio</strong>, <strong>Máximo</strong>, <strong>Dona</strong>, <strong>Mardónio</strong>, <strong>Pedro</strong>, <strong>Esmaragdo</strong> e <strong>Hilário</strong>, que foram sufocados um cada dia, para atemorizar os outros.</p>",(† 303)
2024-03-12,"<p><strong>3.   </strong>Também em Nicomédia da Bitínia, a paixão de São <strong>Pedro</strong>, mártir, camareiro-mor do imperador Diocleciano, que por ter lamentado publicamente os suplícios excessivos dos mártires, por ordem do mesmo imperador foi colocado no meio deles, depois suspenso no ar e flagelado durante muito tempo e finalmente assado a fogo lento numa grelha. <strong>Doroteu</strong> e <strong>Gorgónio</strong>, também camareiros do rei, que reclamaram contra o sucedido, sofreram semelhantes tormentos e por fim foram enforcados.</p>",(† 303)
2024-03-12,"<p><strong>4.   </strong>Em Roma, no cemitério de Ponciano “ad Ursum Pileatum”, o sepultamento de Santo <strong>Inocêncio I</strong>, papa, que defendeu São João Crisóstomo, confortou São Jerónimo e aprovou Santo Agostinho.</p>",(† 417)
2024-03-12,"<p><strong>5.   </strong>Em Saint-Pol-de-Léon, na Bretanha Armórica, hoje na França, São <strong>Paulo Aureliano</strong>, primeiro bispo desta cidade.</p>",(† s. VI)
2024-03-12,"<p><strong>6.   </strong>Em Roma, junto de São Pedro, o sepultamento de São <strong>Gregório Magno</strong>, papa, cuja memória se celebra a três de Setembro, dia da sua ordenação.</p>",(† 604)
2024-03-12,"<p><strong>7.   </strong>Em Sigriana, localidade da Bitínia, na actual Turquia, no mosteiro de Campo Grande, o sepultamento de São <strong>Teófanes</strong>,<strong> o Cronógrafo</strong>, que, sendo muito rico se fez pobre monge e, por defender o culto das sagradas imagens, foi encarcerado por ordem do imperador Leão o Arménio durante dois anos e depois deportado para a Samotrácia, onde, exausto com tantas tribulações, entregou o espírito a Deus.</p>",(† 817)
2024-03-12,"<p><strong>8*.   </strong>Em Wincester, na Inglaterra, Santo <strong>Elfego</strong>, bispo, que tinha sido monge e trabalhou muito para a restauração da vida cenobítica.</p>",(† 951)
2024-03-12,"<p><strong>9*.   </strong>Em San Geminiano, na Etrúria, hoje na Toscana, região da Itália, a Beata <strong>Fina </strong><em>ou </em><strong>Serafina</strong>, virgem, que desde tenra idade suportou com invencível paciência uma longa e grave enfermidade, confiando só em Deus.</p>",(† 1253)
2024-03-12,"<p><strong>10*.   </strong>Em Arezzo, também na Etrúria, actualmente na Toscana, região da Itália, a Beata <strong>Justina Francúcci Bézzoli</strong>, virgem da Ordem de São Bento e reclusa.</p>",(† 1319)
2024-03-12,"<p><strong>11*.   </strong>Em Recanáti, no Piceno, actualmente nas Marcas, também região da Itália, o Beato <strong>Jerónimo Gherardúcci</strong>, presbítero da Ordem dos Eremitas de Santo Agostinho, que trabalhou pela paz e concórdia entre os povos.</p>",(† c. 1369)
2024-03-12,"<p><strong>12.   </strong>Em Guiyang, cidade da província de Guangxi, na China, São <strong>José Zhang Dapeng</strong>, mártir, que, tendo recebido a luz da fé, pouco depois de ser baptizado abriu as portas aos missionários e catequistas e socorreu de todas as formas os pobres, os enfermos e as crianças, até ao dia em que foi conduzido ao suplício da cruz, onde derramou lágrimas de alegria por ter sido considerado digno de morrer por Cristo.</p>",(† 1815)
2024-03-12,"<p><strong>13*.   </strong>Em Cracóvia, na Polónia, a Beata <strong>Ângela Salawa</strong>, virgem da Ordem Terceira de São Francisco, que, decidindo passar toda a vida no serviço doméstico, viveu humildemente entre as servas, e em extrema pobreza partiu deste mundo ao encontro do Senhor.</p>",(† 1922)
2024-03-12,"<p><strong>14*.   </strong>Em Sanremo, na Ligúria, região da Itália, São<strong> Luís Orione</strong>, presbítero, que fundou a Pequena Obra da Divina Providência, para auxílio dos jovens e de todos os marginados.</p>",(† 1940)
2024-03-13,"<p><strong>1.   </strong>Em Nicomédia, na Bitínia, hoje Izmit, na actual Turquia, os santos mártires <strong>Macedónio</strong>, presbítero, <strong>Patrícia</strong>, sua esposa, e <strong>Modesta</strong>, sua filha.</p>",(† data inc.)
2024-03-13,"<p><strong>2.   </strong>Em Hermópolis, no Egipto, São <strong>Sabino</strong>, mártir, que, depois de padecer muitos tormentos, morreu lançado ao rio.</p>",(† s. IV)
2024-03-13,"<p><strong>3.   </strong>Na Pérsia, no actual Irão, Santa <strong>Cristina</strong>, mártir, que, depois de ter sido vergastada com azorragues, consumou o martírio no tempo de Cósroas, rei dos Persas.</p>",(† 559)
2024-03-13,"<p><strong>4*.   </strong>Em Poitiers, na Aquitânia, na hodierna França, São <strong>Piêncio</strong>, bispo, que prestou grande auxílio a Beata Radegundes na fundação de cenóbios.</p>",(† s. VI)
2024-03-13,"<p><strong>5.   </strong>Em Sevilha, na Hispânia, São <strong>Leandro</strong>, bispo, irmão dos santos Isidoro, Fulgêncio e Florentina, o qual, pela sua pregação e solicitude, converteu o povo dos Visigodos da impiedade ariana à fé católica, com o auxílio do seu rei Recaredo.</p>",(† c. 600)
2024-03-13,"<p><strong>6*.   </strong>No mosteiro de Novalesa, junto ao Moncenísio, no vale de Susa, actualmente no Piemonte, região da Itália, Santo <strong>Eldrado</strong>, abade, grande promotor do culto divino, que reformou o saltério e fez construir novas igrejas.</p>",(† c. 840)
2024-03-13,"<p><strong>7.   </strong>Em Córdova, na Andaluzia, região da Espanha, a paixão dos santos <strong>Rodrigo</strong>, presbítero, e <strong>Salomão</strong>, mártires: o primeiro, por se ter recusado a acreditar que Maomé era verdadeiramente o profeta enviado pelo Omnipotente, foi metido no cárcere, onde encontrou Salomão, que algum tempo antes aderira à religião maometana, e ambos consumaram o seu glorioso combate, sendo degolados.</p>",(† 857)
2024-03-13,"<p><strong>8.   </strong>Em Camerino, no Piceno, na actual região das Marcas, na Itália, Santo <strong>Ansovino</strong>, bispo.</p>",(† 868)
2024-03-13,"<p><strong>9*.   </strong>No mosteiro de Cava de’ Tirréni, na Campânia, também região da Itália, o Beato <strong>Pedro II</strong>, abade.</p>",(† 1208)
2024-03-13,"<p><strong>10*.   </strong>Em Oxford, na Inglaterra, o Beato <strong>Agnelo de Pisa</strong>, presbítero, que, enviado por São Francisco à França e depois à Inglaterra, aí instituiu a Ordem dos Menores e promoveu as ciências sagradas.</p>",(† c. 1236/1275)
2024-03-13,"<p><strong>11*.   </strong>Em Ernée, no território de Mayenne, na França, a Beata <strong>Francisca Tréhet</strong>, virgem da Congregação da Caridade e mártir, que se dedicou com grande solicitude à instrução das crianças e ao cuidado dos enfermos e, durante a Revolução Francesa, morrendo ao fio da espada, consumou o seu martírio por Cristo.</p>",(† 1794)
2024-03-13,"<p><strong>12♦.   </strong>Na Baía, cidade do Brasil, a Beata <strong>Dulce Lopes Pontes</strong> (Maria Rita de Sousa Brito Lopes Pontes), virgem da Congregação das Irmãs Missionárias da Imaculada Conceição da Mãe de Deus, que dedicou totalmente mais de cinquenta anos da sua vida ao serviço do próximo, especialmente aos mais carenciados e ao operariado, fundando em seu favor várias obras, entre as quais, o Hospital Santo António, o Centro Educativo Santo António, a União Operária São Francisco, o Centro Operário da Baía.</p>",(† 1992)
2024-03-14,"<p><strong>1.   </strong>Em Pidna, na Macedónia, Santo <strong>Alexandre</strong>, mártir.</p>",(† c. 390)
2024-03-14,"<p><strong>2.   </strong>Em Milão, na Ligúria, hoje na Lombardia, região da Itália, São <strong>Lázaro</strong>, bispo.</p>",(† s. V)
2024-03-14,"<p><strong>3.   </strong>Em Chartres, na Gália, hoje na França, São <strong>Leobino</strong>, bispo.</p>",(† c. 557)
2024-03-14,"<p><strong>4.   </strong>Em Quedlinburg, na Saxónia, na actual Alemanha, Santa <strong>Matilde</strong>, esposa fidelíssima do rei Henrique, a qual, insigne pela sua humildade e paciência, se dedicou generosamente à assistência aos pobres e à fundação de hospitais e mosteiros.</p>",(† 968)
2024-03-14,"<p><strong>5*.   </strong>No território de Fulda, na Alemanha, Santa <strong>Paulina</strong>, religiosa.</p>",(† 1107)
2024-03-14,"<p><strong>6*.   </strong>Em Liège, na Lotaríngia, actualmente na Bélgica, a Beata <strong>Eva de Mont-Cornillon</strong>, reclusa junto do mosteiro de São Martinho, que, juntamente com Santa Juliana, prioresa do mesmo cenóbio, se empenhou muito para que o papa Urbano IV instituísse a solenidade do Corpo de Cristo.</p>",(† c. 1265)
2024-03-14,"<p><strong>7*.   </strong>Em Palermo, na Sicília, região da Itália, o Beato <strong>Tiago</strong> <strong>Cusmano</strong>, presbítero, que fundou o Instituto Missionário dos Servos e das Servas dos Pobres e foi eminente pela sua extraordinária caridade para com os indigentes e os enfermos.</p>",(† 1888)
2024-03-14,"<p><strong>8♦.   </strong>Em Nápoles, na Itália, a Beata <strong>María Josefina de Jesús Crucificado </strong>(Josefina Cattanea), monja da Ordem das Carmelitas Descalças.</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",(† 1948)
2024-03-15,"<p><strong>1.   </strong>Em Pário, no Helesponto, na actual Turquia, São <strong>Menigno</strong>, pisoeiro, que, segundo a tradição, sofreu o martírio no tempo do imperador Décio.</p>",(† c. 250)
2024-03-15,"<p><strong>2.   </strong>Em Roma, São <strong>Zacarias</strong>, papa, que susteve a veemência da invasão dos Lombardos, indicou aos Francos o justo governo, dotou de igrejas os povos da Germânia e assegurou a união com a Igreja Oriental, governando a Igreja de Deus com grande sabedoria e prudência.</p>",(† 752)
2024-03-15,"<p><strong>3.   </strong>Em Córdova, cidade da Andaluzia, região da Espanha, Santa <strong>Leocrícia</strong>, virgem e mártir, descendente de família moura, que aderiu secretamente à fé de Cristo e, tendo sido presa com Santo Eulógio, quatro dias depois do martírio deste santo foi degolada e emigrou para a glória eterna.</p>",(† 859)
2024-03-15,"<p><strong>4*.   </strong>Perto de Burgos, cidade de Castela, também região da Espanha, São <strong>Sisebuto</strong>, abade de São Pedro de Cardeña.</p>",(† 1086)
2024-03-15,"<p><strong>5.   </strong>Em York, na Inglaterra, o Beato <strong>Guilherme Hart</strong>, presbítero e mártir, que, ordenado no Colégio Inglês de Roma, regressou à pátria e, no reinado de Isabel I, por ter persuadido algumas pessoas a abraçar a fé católica, foi enforcado e estripado.</p>",(† 1583)
2024-03-15,"<p><strong>6.   </strong>Em Paris, na França, Santa <strong>Luísa de Marillac</strong>, viúva, que orientou com o seu exemplo o Instituto das Filhas da Caridade na assistência aos indigentes, dando realização perfeita à obra delineada por São Vicente de Paulo.</p>",(† 1660)
2024-03-15,"<p><strong>7.   </strong>Em Viena, na Áustria, São <strong>Clemente Maria Hofbauer</strong>, presbítero da Congregação do Santíssimo Redentor, que trabalhou admiravelmente na propagação da fé em terras longínquas e na reforma da disciplina eclesiástica e, pelos seus dotes excepcionais de talento e virtudes, persuadiu muitas pessoas insignes nas ciências e nas artes a aderirem à Igreja.</p>",(† 1820)
2024-03-15,"<p><strong>8♦.   </strong>Em Madrid, na Espanha, o Beato <strong>Pio Conde Conde</strong>, presbítero da Sociedade Salesiana e mártir, que durante a perseguição religiosa, foi fuzilado em ódio ao sacerdócio.</p>",(† 1936)
2024-03-15,"<p><strong>9*.   </strong>Em Przemysl, na Polónia, o Beato <strong>João Adalberto Balicki</strong>, presbítero, que exerceu diversas actividades apostólicas em favor de todo o povo de Deus, empenhando-se particularmente no anúncio do Evangelho e na assistência às jovens errantes.</p>",(† 1948)
2024-03-15,"<p><strong>10*.   </strong>Em Viedma, na Argentina, o beato <strong>Artémides Zátti</strong>, religioso da Sociedade de São Francisco de Sales, que, animado pelo seu grande zelo missionário, partiu para as inóspitas terras da Patagónia e passou toda a sua vida no hospital desta cidade, acudindo com incansável magnanimidade, paciência e humildade às necessidades dos indigentes.</p>",(† 1951)
2024-03-16,"<p><strong>1.   </strong>Em Aquileia, na Venécia, actualmente no Friúli, região da Itália, os santos <strong>Hilário</strong>, bispo, e <strong>Taciano</strong>, mártires.</p>",(† data inc.)
2024-03-16,"<p><strong>2.   </strong>Em Selêucia, na Pérsia, hoje no Iraque, São <strong>Papas</strong>, oriundo da Licaónia, que, pela fé em Cristo, depois de muitos tormentos consumou a sua vida terrena com o martírio.</p>",(† s. IV)
2024-03-16,"<p><strong>3.   </strong>Em Anazarbo, na Cilícia, actualmente na Turquia, São <strong>Julião</strong>, mártir, que, sob o governo do prefeito Marciano, depois de longamente torturado, foi encerrado num saco com serpentes e lançado ao mar.</p>",(† s. IV)
2024-03-16,"<p><strong>4*.   </strong>Na região de Artois, na Nêustria, no território da actual França, Santa <strong>Eusébia</strong>, abadessa de Hamay-sur-la-Scarpe, que, depois da morte do pai, se consagrou com sua santa mãe Rictrudes à vida monástica e, ainda adolescente, foi eleita abadessa para suceder à sua avó, Santa Gertrudes.</p>",(† c. 680)
2024-03-16,"<p><strong>5.   </strong>Em Colónia, na Alemanha, Santo <strong>Heriberto</strong>, bispo, que, sendo chanceler do imperador Otão III, foi eleito contra a sua vontade para a sede episcopal, onde iluminou infatigaveltemente o clero e o povo com o exemplo das suas virtudes, às quais exortava também com a sua pregação.</p>",(† 1021)
2024-03-16,"<p><strong>6*.   </strong>Em Vicenza, na Venécia, actualmente no Véneto, região da Itália, o Beato <strong>João</strong> <strong>Sórdi</strong> <em>ou</em> <strong>Cacciafronte</strong>, bispo e mártir, que, sendo abade, foi condenado ao exílio por causa da sua fidelidade ao Papa; eleito depois bispo de Mântua e transferido finalmente para a sede episcopal de Vicenza, morreu pela liberdade da Igreja, trespassado à espada por um sicário.</p>",(† 1181)
2024-03-16,"<p><strong>7*.   </strong>Em York, na Inglaterra, os beatos <strong>João Amias</strong> e <strong>Roberto Dalby</strong>, presbíteros e mártires, que, no reinado de Isabel I, condenados à morte por causa do sacerdócio, se dirigiram com alegria para o suplício da forca.</p>",(† 1589)
2024-03-16,"<p><strong>8.   </strong>Na região dos Hurões, no Canadá, a paixão de São <strong>João de Brébeuf</strong>, presbítero da Companhia de Jesus e mártir, que, enviado da França para as missões entre os Hurões, depois de muitos trabalhos missionários e tribulações, foi crudelissimamente torturado pelos pagãos do lugar e morreu heroicamente por Cristo. A sua memória celebra-se no dia onze de Outubro, juntamente com a dos seus companheiros.</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",(† 1649)
2024-03-17,"<p>São <strong>Patrício</strong>, bispo, que, ainda jovem, foi levado prisioneiro da Bretanha para a Irlanda. Tendo recuperado a liberdade, quis abraçar o estado clerical e regressou à mesma ilha, onde, eleito bispo, anunciou com grande zelo o Evangelho ao povo e organizou com firmeza a sua Igreja, até que, em Down, cidade da Irlanda, adormeceu no Senhor.</p>
<p> </p>",(† 461)
2024-03-17,"<p><strong>2.   </strong>A comemoração de numerosos santos <strong>mártires em Alexandria</strong>, no Egipto, que, no tempo do imperador Teodósio, quando crescia o número de cristãos, foram presos pelos adoradores de Serápis e, como recusassem firmemente adorar o ídolo, foram cruelmente assassinados.</p>",(† c. 392)
2024-03-17,"<p><strong>3.   </strong>Em Chalons-sur-Saône, na Borgonha da Gália, na actual França, Santo <strong>Agrícola</strong>, bispo, que governou esta Igreja durante quase dez lustros e a consolidou com vários concílios.</p>",(† 580)
2024-03-17,"<p><strong>4.   </strong>Em Nivelles, no Brabante, actualmente na Bélgica, Santa <strong>Gertrudes</strong>, abadessa, que, nascida de uma família muito ilustre, recebeu do bispo Santo Amando o sagrado véu das virgens e dirigiu com sabedoria o mosteiro construído por sua mãe, mantendo-se sempre assídua à leitura da Sagrada Escritura e perseverante na austeridade das vigílias e do jejum.</p>",(† 659)
2024-03-17,"<p><strong>5.   </strong>Na ilha de Chipre, São <strong>Paulo</strong>, monge e mártir, que, por defender o culto das sagradas imagens, foi lançado às chamas.</p>",(† c. 770)
2024-03-17,"<p><strong>6*.   </strong>Em Modugno, perto de Bári, na Apúlia, região da Itália, o Beato <strong>Conrado</strong>, que levou vida eremítica na Palestina, habitando até à morte numa miserável gruta.</p>",(† c. 1154)
2024-03-17,"<p><strong>7.   </strong>Em Olomouc, localidade da Morávia, na actual Chéquia, São <strong>João Sarkander</strong>, presbítero e mártir, que, sendo pároco de Holesov e recusando revelar segredos da confissão, foi condenado ao suplício da roda e encerrado ainda com vida no cárcere, onde morreu um mês depois.</p>",(† 1620)
2024-03-17,"<p><strong>8.   </strong>Na região dos Hurões, no Canadá, a paixão de São <strong>Gabriel Lalemant</strong>, presbítero da Companhia de Jesus, que, depois de ter difundido com grande zelo a glória de Deus no idioma do povo, foi violentamente torturado por adoradores dos ídolos com crudelíssimos suplícios. A sua memória celebra-se no dia onze de Outubro, juntamente com a dos seus companheiros.</p>",(† 1649)
